ifi_id,object_type,object_id,tag_type,tag_value,created_at,updated_at,_load_ts_ms,attributes,cdc_source_ts_ms,cdc_op
140793,ledger,3715501910209054676,balanceStatus,LEVEL_3,2023-03-20 08:48:33.001022+00:00,2023-03-20 08:48:33.001022+00:00,1679306108000,"{""name"":""DEBIT_BALANCE_HIGH"",""tagTypeCode"":""classification""}",,
140793,ledger,3715501910209054676,delinquencyStatus,LEVEL_1,2023-03-20 12:44:54.570347+00:00,2023-03-20 12:44:54.570347+00:00,1679656353000,"{""name"":""CURRENT_DUE"",""tagTypeCode"":""classification""}",,
140793,ledger,3715501910209054676,statementBalancePayoffStatus,transactor,2023-03-20 12:55:05.167984+00:00,2023-04-04 13:54:43.392250+00:00,1680696857000,"{""tad"":""90160805"",""repaymentAmountUntilGrace"":""0""}",,
140793,ledger,3715501910209054676,systemNPAStatus,LEVEL_0,2023-03-20 13:32:33.772910+00:00,2023-04-05 09:44:16.295068+00:00,1681136896000,"{""name"":""REGULAR"",""tagTypeCode"":""classification"",""probableNPADate"":""2020-05-17""}",,
140793,ledger,3715501910209054676,delinquencyStatus,LEVEL_2,2023-03-24 10:00:02.579255+00:00,2023-03-24 10:00:02.579255+00:00,1680696857000,"{""name"":""1-CYCLE"",""tagTypeCode"":""classification""}",,
140793,ledger,3715501910209054676,GOOD_STANDING,false,2023-04-05 09:15:15.679672+00:00,2023-04-05 09:15:15.679672+00:00,1680696857000,"{""tagTypeCode"":""classification""}",,
140793,ledger,3715501910209054676,statementBalancePayoffStatus,delinquent,2023-04-05 09:28:06.913774+00:00,2023-04-05 09:28:06.913774+00:00,1687935791000,"{""tad"":""90160805"",""repaymentAmountUntilGrace"":""0""}",1687520580389,
140793,ledger,3715501910209054676,delinquencyStatus,LEVEL_0,2023-04-05 09:28:09.116736+00:00,2023-04-05 09:28:09.116736+00:00,1682101242000,"{""name"":""NOT_DUE"",""tagTypeCode"":""classification""}",,
140793,ledger,3715501910209054676,accountLifecycleStatus,LEVEL_1,2023-04-05 09:28:13.734739+00:00,2023-04-05 09:28:13.734739+00:00,1682101242000,"{""name"":""ACTIVE"",""tagTypeCode"":""classification"",""activationMode"":""CLEARANCE"",""activationTime"":""1679302107484"",""activationChannel"":""SYSTEM"",""activationBookTime"":""1588703400000"",""activationApprovedBy"":""SYSTEM"",""activationInitiatedBy"":""SYSTEM"",""activationReferenceNumber"":""20230320084821235_718_ClsTxn1679302100""}",,
140793,ledger,3715501910209054676,GOOD_STANDING,true,2023-04-05 09:28:14.617253+00:00,2023-04-05 09:28:14.617253+00:00,1687935791000,"{""tagTypeCode"":""classification""}",1687520580388,
140793,ledger,3715501910209054676,systemNPAStatus,LEVEL_1,2023-04-10 13:44:06.592086+00:00,2023-04-21 17:46:30.349093+00:00,1687935791000,"{""name"":""NPA"",""tagTypeCode"":""classification""}",1687520580389,
140793,ledger,3715501910209054676,assetClassificationType,LEVEL_1,2023-04-10 13:44:07.681405+00:00,2023-04-21 17:46:30.578454+00:00,1687935791000,"{""name"":""SUB_STANDARD"",""lastNPADate"":""2020-05-17"",""tagTypeCode"":""classification"",""firstNPADate"":""2020-05-07""}",1687520580388,
140793,ledger,3715501910209054676,autoChargeOffStatus,LEVEL_1,2023-04-21 17:40:39.799191+00:00,2023-04-21 17:40:39.799191+00:00,1682181163000,"{""name"":""CHARGEOFF_INITIATED"",""reasonCode"":""SystemChargeOff"",""tagTypeCode"":""classification"",""probableChargeOffDate"":""2020-05-19""}",,
140793,ledger,3715501910209054676,delinquencyStatus,LEVEL_3,2023-04-21 17:41:04.736490+00:00,2023-04-21 17:41:04.736490+00:00,1687935791000,"{""name"":""2-CYCLE"",""tagTypeCode"":""classification""}",1687520580388,
140793,ledger,3715501910209054676,accountLifecycleStatus,LEVEL_3,2023-04-21 17:41:08.282153+00:00,2023-04-21 17:41:08.282153+00:00,1687935791000,"{""name"":""DELINQUENT"",""tagTypeCode"":""classification"",""activationMode"":""CLEARANCE"",""activationTime"":""1679302107484"",""activationChannel"":""SYSTEM"",""activationBookTime"":""1588703400000"",""activationApprovedBy"":""SYSTEM"",""activationInitiatedBy"":""SYSTEM"",""activationReferenceNumber"":""20230320084821235_718_ClsTxn1679302100""}",1687520580388,
140793,ledger,3715501910209054676,autoChargeOffStatus,LEVEL_2,2023-04-22 15:31:38.468097+00:00,2023-04-22 15:31:38.468097+00:00,1687935791000,"{""name"":""FINAL_CHARGEOFF"",""reasonCode"":""SystemChargeOff"",""tagTypeCode"":""classification"",""finalChargeOffDate"":""2020-05-19""}",1687520580388,
140793,ledger,1546805036147943157,balanceStatus,LEVEL_1,2023-04-25 18:00:24.192320+00:00,2023-04-25 18:00:24.192320+00:00,1682494714000,"{""name"":""ZERO_BALANCE"",""tagTypeCode"":""classification""}",,
140793,ledger,1546805036147943157,accountClosureStatus,LEVEL_0,2023-04-25 18:00:24.192320+00:00,2023-04-25 18:00:24.192320+00:00,1687935791000,"{""name"":""OPEN"",""tagTypeCode"":""classification""}",1687520573327,
