id,ifi,policy_version_id,action,allowed_txn_categories,disallowed_txn_categories,allowed_time_slices,disallowed_time_slices,error_code,created_at,updated_at,_load_ts_ms,category_code,cdc_source_ts_ms,cdc_op
449634,600309,2732881535008613065,DEBIT,[],"[""DOMESTIC_CONTACTLESS_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_POS_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_ECOM_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_ATM_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_CONTACTLESS_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS""]",[],[],SPEND_CATEGORY_DISABLED,2023-09-29 07:52:52.958665+00:00,2023-09-29 07:52:52.958665+00:00,1695974341000,,1695973972962,
449635,600309,3617089769039381171,DEBIT,[],"[""DOMESTIC_CONTACTLESS_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_POS_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_ECOM_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_ATM_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_CONTACTLESS_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS""]",[],[],SPEND_CATEGORY_DISABLED,2023-09-29 07:52:58.161387+00:00,2023-09-29 07:52:58.161387+00:00,1695974341000,,1695973978165,
449636,600309,125074207845940860,DEBIT,[],"[""INTERNATIONAL_POS_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_ECOM_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_ATM_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_CONTACTLESS_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS""]",[],[],SPEND_CATEGORY_DISABLED,2023-09-29 07:52:58.417048+00:00,2023-09-29 07:52:58.417048+00:00,1695974341000,,1695973978421,
449637,600309,7595213856240150579,DEBIT,[],"[""INTERNATIONAL_POS_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_ECOM_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_ATM_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_CONTACTLESS_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS""]",[],[],SPEND_CATEGORY_DISABLED,2023-09-29 07:53:03.751646+00:00,2023-09-29 07:53:03.751646+00:00,1695974341000,,1695973983755,
449640,600309,4279419788501373328,DEBIT,[],"[""INTERNATIONAL_ECOM_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_CONTACTLESS_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS""]",[],[],SPEND_CATEGORY_DISABLED,2023-09-29 07:53:09.445205+00:00,2023-09-29 07:53:09.445205+00:00,1695974341000,,1695973989448,
449643,600309,6419151188734606603,DEBIT,[],"[""INTERNATIONAL_CONTACTLESS_e4bc1ecb-cb09-4a15-86c1-39c25dbae98c_PC_CARD_SPENDLIMITS""]",[],[],SPEND_CATEGORY_DISABLED,2023-09-29 07:53:22.363974+00:00,2023-09-29 07:53:22.363974+00:00,1695974341000,,1695974002367,
449800,600309,1394015502478880022,DEBIT,[],"[""INTERNATIONAL_ECOM_4b82409c-0b49-4611-838b-8ce766e9bcb7_PC_CARD_SPENDLIMITS"",""INTERNATIONAL_CONTACTLESS_4b82409c-0b49-4611-838b-8ce766e9bcb7_PC_CARD_SPENDLIMITS""]",[],[],SPEND_CATEGORY_DISABLED,2023-09-29 08:05:12.132211+00:00,2023-09-29 08:05:12.132211+00:00,1695975018000,,1695974712137,
449804,600309,4246781925998725546,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-09-29 08:05:22.950500+00:00,2023-09-29 08:05:22.950500+00:00,1695975018000,,1695974722955,
449805,600309,2766791690941479292,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-09-29 08:05:28.166779+00:00,2023-09-29 08:05:28.166779+00:00,1695975018000,,1695974728171,
450376,600309,6505140425000978717,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-03 07:34:09.765721+00:00,2023-10-03 07:34:09.765721+00:00,1696318781000,,1696318449772,
450378,600309,1098729580701276620,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-03 07:34:17.846079+00:00,2023-10-03 07:34:17.846079+00:00,1696318781000,,1696318457854,
450385,600309,4671071804461328264,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-03 07:36:14.850293+00:00,2023-10-03 07:36:14.850293+00:00,1696319426000,,1696318574857,
450388,600309,3164119164339872743,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-03 07:37:18.777812+00:00,2023-10-03 07:37:18.777812+00:00,1696319426000,,1696318638782,
450390,600309,3199650727413735693,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-03 07:37:58.773403+00:00,2023-10-03 07:37:58.773403+00:00,1696319426000,,1696318678779,
450395,600309,5972236930801499939,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-03 07:38:51.131677+00:00,2023-10-03 07:38:51.131677+00:00,1696319426000,,1696318731157,
450396,600309,7197582203517269247,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-03 07:39:06.161074+00:00,2023-10-03 07:39:06.161074+00:00,1696319426000,,1696318746167,
450397,600309,1433338564704616981,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-03 07:39:47.794829+00:00,2023-10-03 07:39:47.794829+00:00,1696319426000,,1696318787799,
450399,600309,4908675519017705285,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-03 07:40:50.838358+00:00,2023-10-03 07:40:50.838358+00:00,1696319426000,,1696318850844,
450403,600309,1686557425686515862,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-03 07:42:10.547490+00:00,2023-10-03 07:42:10.547490+00:00,1696319426000,,1696318930553,
450406,600309,2225543999394956659,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-03 07:43:22.549529+00:00,2023-10-03 07:43:22.549529+00:00,1696319801000,,1696319002555,
450407,600309,8683247192921906223,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-03 07:43:32.548866+00:00,2023-10-03 07:43:32.548866+00:00,1696319801000,,1696319012559,
450448,600309,4426888298497247642,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:07:20.430861+00:00,2023-10-04 02:07:20.430861+00:00,1696385535000,,1696385240437,
450449,600309,4376711671455720885,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:07:27.607057+00:00,2023-10-04 02:07:27.607057+00:00,1696385535000,,1696385247611,
450451,600309,7143062687877910267,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:07:39.109214+00:00,2023-10-04 02:07:39.109214+00:00,1696385535000,,1696385259122,
450459,600309,1468347985180309330,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:08:54.461421+00:00,2023-10-04 02:08:54.461421+00:00,1696385535000,,1696385334499,
450464,600309,6478871544362350900,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:09:29.564090+00:00,2023-10-04 02:09:29.564090+00:00,1696385721000,,1696385369572,
450466,600309,4686547345597981606,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:09:45.789402+00:00,2023-10-04 02:09:45.789402+00:00,1696385721000,,1696385385794,
450472,600309,4220708701166291421,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:11:49.746414+00:00,2023-10-04 02:11:49.746414+00:00,1696385896000,,1696385509752,
450482,600309,8729026847710861303,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:12:27.727469+00:00,2023-10-04 02:12:27.727469+00:00,1696385896000,,1696385547735,
450509,600309,2250233794539960994,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:15:32.672096+00:00,2023-10-04 02:15:32.672096+00:00,1696386076000,,1696385732682,
450519,600309,6615028392251077348,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:16:56.525569+00:00,2023-10-04 02:16:56.525569+00:00,1696386076000,,1696385816529,
450523,600309,9087681167900269540,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:17:05.134837+00:00,2023-10-04 02:17:05.134837+00:00,1696386076000,,1696385825140,
450526,600309,5921745278546464748,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:17:14.518233+00:00,2023-10-04 02:17:14.518233+00:00,1696386076000,,1696385834522,
450531,600309,426093525844737617,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:17:31.229428+00:00,2023-10-04 02:17:31.229428+00:00,1696386076000,,1696385851234,
450535,600309,2650855454333604169,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:17:39.473215+00:00,2023-10-04 02:17:39.473215+00:00,1696386076000,,1696385859477,
450540,600309,3478450719270636540,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:18:12.784395+00:00,2023-10-04 02:18:12.784395+00:00,1696386275000,,1696385892788,
450542,600309,1630730474975557947,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:18:51.636687+00:00,2023-10-04 02:18:51.636687+00:00,1696386275000,,1696385931642,
450545,600309,5550834511844954846,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:20:15.255998+00:00,2023-10-04 02:20:15.255998+00:00,1696386435000,,1696386015261,
450548,600309,7001454129804985200,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:21:26.474594+00:00,2023-10-04 02:21:26.474594+00:00,1696386435000,,1696386086478,
450551,600309,1714163488247456516,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:23:42.433951+00:00,2023-10-04 02:23:42.433951+00:00,1696386435000,,1696386222444,
450558,600309,59298384482494721,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:26:24.813822+00:00,2023-10-04 02:26:24.813822+00:00,1696386613000,,1696386384822,
450564,600309,5814994225235460071,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:28:48.707657+00:00,2023-10-04 02:28:48.707657+00:00,1696386796000,,1696386528713,
450569,600309,8302653544382423066,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:31:03.917726+00:00,2023-10-04 02:31:03.917726+00:00,1696386974000,,1696386663925,
450575,600309,8476506324246371425,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:33:21.155810+00:00,2023-10-04 02:33:21.155810+00:00,1696387155000,,1696386801161,
450576,600309,668269918088820964,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:34:22.662007+00:00,2023-10-04 02:34:22.662007+00:00,1696387155000,,1696386862668,
450578,600309,4366955797021744213,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:35:40.909517+00:00,2023-10-04 02:35:40.909517+00:00,1696387155000,,1696386940915,
450581,600309,6803949285508178066,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:36:41.068531+00:00,2023-10-04 02:36:41.068531+00:00,1696387334000,,1696387001075,
450582,600309,7546904066907735716,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:36:54.105578+00:00,2023-10-04 02:36:54.105578+00:00,1696387334000,,1696387014111,
450586,600309,7589808222565419960,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:37:47.148956+00:00,2023-10-04 02:37:47.148956+00:00,1696387519000,,1696387067161,
450592,600309,1273235252328826186,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:39:45.718176+00:00,2023-10-04 02:39:45.718176+00:00,1696387519000,,1696387185724,
450601,600309,3349073250765677840,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:43:07.830299+00:00,2023-10-04 02:43:07.830299+00:00,1696387697000,,1696387387837,
450609,600309,534809302833667358,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:45:29.700628+00:00,2023-10-04 02:45:29.700628+00:00,1696387886000,,1696387529706,
450610,600309,8075778796861778192,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:46:30.607093+00:00,2023-10-04 02:46:30.607093+00:00,1696387886000,,1696387590616,
450613,600309,2795991888630104624,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:47:46.471196+00:00,2023-10-04 02:47:46.471196+00:00,1696387886000,,1696387666477,
450616,600309,6061803258555206990,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:49:54.333564+00:00,2023-10-04 02:49:54.333564+00:00,1696388238000,,1696387794339,
450624,600309,6805895416218051869,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:54:28.431976+00:00,2023-10-04 02:54:28.431976+00:00,1696388437000,,1696388068440,
450629,600309,1272862912138691093,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 02:57:01.695452+00:00,2023-10-04 02:57:01.695452+00:00,1696388608000,,1696388221703,
450638,600309,1990315658175270554,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 03:03:08.231436+00:00,2023-10-04 03:03:08.231436+00:00,1696388793000,,1696388588236,
450661,600309,2920717919633276214,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 03:12:40.447906+00:00,2023-10-04 03:12:40.447906+00:00,1696389515000,,1696389160467,
450667,600309,8778748079543460913,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 03:16:09.371703+00:00,2023-10-04 03:16:09.371703+00:00,1696389765000,,1696389369378,
450669,600309,921687362468777026,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 03:17:17.626331+00:00,2023-10-04 03:17:17.626331+00:00,1696389765000,,1696389437635,
450671,600309,7292821879396244439,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 03:18:23.963748+00:00,2023-10-04 03:18:23.963748+00:00,1696389857000,,1696389503969,
450672,600309,3155489405610018876,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 03:19:29.947447+00:00,2023-10-04 03:19:29.947447+00:00,1696389857000,,1696389569955,
450673,600309,2584397794164344918,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 03:19:35.996010+00:00,2023-10-04 03:19:35.996010+00:00,1696389857000,,1696389576008,
450687,600309,8841679261545362248,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 03:27:34.035473+00:00,2023-10-04 03:27:34.035473+00:00,1696390400000,,1696390054040,
450690,600309,1438083566113600750,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 03:29:47.156409+00:00,2023-10-04 03:29:47.156409+00:00,1696390591000,,1696390187161,
450704,600309,8829068231471588565,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 03:38:16.544752+00:00,2023-10-04 03:38:16.544752+00:00,1696391121000,,1696390696570,
450705,600309,2358613382645890367,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 03:38:24.087072+00:00,2023-10-04 03:38:24.087072+00:00,1696391121000,,1696390704101,
450713,600309,6861640358379652356,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 03:43:09.635733+00:00,2023-10-04 03:43:09.635733+00:00,1696391298000,,1696390989641,
450715,600309,8162420109682149758,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-04 03:44:23.251543+00:00,2023-10-04 03:44:23.251543+00:00,1696391298000,,1696391063256,
450770,600309,1323090319083641811,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-05 02:07:09.731256+00:00,2023-10-05 02:07:09.731256+00:00,1696472086000,,1696471629740,
450772,600309,5417609397059635359,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-05 02:07:19.211567+00:00,2023-10-05 02:07:19.211567+00:00,1696472086000,,1696471639220,
450774,600309,2756691109520722770,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-05 02:07:26.445383+00:00,2023-10-05 02:07:26.445383+00:00,1696472086000,,1696471646453,
450775,600309,2725089105016418489,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-05 02:07:34.811270+00:00,2023-10-05 02:07:34.811270+00:00,1696472086000,,1696471654817,
450781,600309,5004714765072194687,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-05 02:08:06.821704+00:00,2023-10-05 02:08:06.821704+00:00,1696472086000,,1696471686829,
450788,600309,3347542215860509597,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-05 02:08:47.812972+00:00,2023-10-05 02:08:47.812972+00:00,1696472086000,,1696471727822,
450795,600309,4050547859295494321,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-05 02:09:19.133283+00:00,2023-10-05 02:09:19.133283+00:00,1696472086000,,1696471759147,
450812,600309,4959263581440741882,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-05 02:10:07.840105+00:00,2023-10-05 02:10:07.840105+00:00,1696472086000,,1696471807846,
450813,600309,1224023973136688214,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-05 02:10:13.190474+00:00,2023-10-05 02:10:13.190474+00:00,1696472086000,,1696471813197,
450818,600309,7893047831706721741,DEBIT,[],[],[],[],SPEND_CATEGORY_DISABLED,2023-10-05 02:12:20.113432+00:00,2023-10-05 02:12:20.113432+00:00,1696472351000,,1696471940121,
