id,ifi,policy_id,version,created_at,effective_from,expires_at,_load_ts_ms,cdc_source_ts_ms,cdc_op
5521400400495572425,600309,7397382693720339936,56,2023-10-03 07:38:16.506726+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696318998000,1696318696538,
7099215688894785839,600309,7397382693720339936,58,2023-10-03 07:38:38.183581+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696318998000,1696318718189,
2990355265638059095,600309,7397382693720339936,59,2023-10-03 07:38:45.750716+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696318998000,1696318725755,
4530316835188677117,600309,7397382693720339936,63,2023-10-03 07:40:14.709844+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696319523000,1696318814717,
3778112300600048681,600309,7397382693720339936,70,2023-10-03 07:43:13.708050+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696319523000,1696318993715,
324117262927503664,600309,7397382693720339936,76,2023-10-04 02:05:28.298747+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696385387000,1696385128306,
7143062687877910267,600309,7397382693720339936,84,2023-10-04 02:07:39.109214+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696385585000,1696385259122,
1468347985180309330,600309,7397382693720339936,92,2023-10-04 02:08:54.461421+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696385585000,1696385334499,
2576095320730973552,600309,7397382693720339936,96,2023-10-04 02:09:21.082681+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696385720000,1696385361090,
1619765867283390533,600309,7397382693720339936,100,2023-10-04 02:09:52.657136+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696385720000,1696385392662,
4175175870791019695,600309,7397382693720339936,122,2023-10-04 02:13:39.191344+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696385902000,1696385619198,
582408106142935459,600309,7397382693720339936,126,2023-10-04 02:14:01.367752+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696385902000,1696385641372,
7067915401211650498,600309,7397382693720339936,127,2023-10-04 02:14:06.794117+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696385902000,1696385646799,
3451859612144296142,600309,7397382693720339936,128,2023-10-04 02:14:21.123564+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696385902000,1696385661127,
5903417637149109813,600309,7397382693720339936,129,2023-10-04 02:14:26.530141+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696385902000,1696385666534,
1837179578070463643,600309,7397382693720339936,130,2023-10-04 02:15:27.364447+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696386138000,1696385727368,
7301981182075674463,600309,7397382693720339936,133,2023-10-04 02:16:26.725558+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696386138000,1696385786730,
1256285498929909980,600309,7397382693720339936,137,2023-10-04 02:16:47.651598+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696386138000,1696385807657,
9087681167900269540,600309,7397382693720339936,140,2023-10-04 02:17:05.134837+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696386138000,1696385825140,
9118545582434696780,600309,7397382693720339936,143,2023-10-04 02:17:23.464221+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696386138000,1696385843468,
3711522447960533534,600309,7397382693720339936,149,2023-10-04 02:17:52.115216+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696386138000,1696385872119,
3478450719270636540,600309,7397382693720339936,151,2023-10-04 02:18:12.784395+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696386254000,1696385892788,
5972565732681220121,600309,7397382693720339936,155,2023-10-04 02:19:08.626473+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696386254000,1696385948631,
3652490768646188337,600309,7397382693720339936,157,2023-10-04 02:20:20.452056+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696386497000,1696386020456,
1714163488247456516,600309,7397382693720339936,162,2023-10-04 02:23:42.433951+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696386497000,1696386222444,
5494144193067971785,600309,7397382693720339936,163,2023-10-04 02:24:07.582627+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696386497000,1696386247590,
7403993888705629209,600309,7397382693720339936,164,2023-10-04 02:25:08.588862+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696386705000,1696386308595,
6467102952415734213,600309,7397382693720339936,166,2023-10-04 02:26:19.528776+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696386705000,1696386379535,
59298384482494721,600309,7397382693720339936,167,2023-10-04 02:26:24.813822+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696386705000,1696386384822,
668269918088820964,600309,7397382693720339936,179,2023-10-04 02:34:22.662007+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696387163000,1696386862668,
6803949285508178066,600309,7397382693720339936,184,2023-10-04 02:36:41.068531+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696387428000,1696387001075,
8110697886137824125,600309,7397382693720339936,186,2023-10-04 02:36:59.374481+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696387428000,1696387019379,
3272662601097444983,600309,7397382693720339936,190,2023-10-04 02:38:09.340094+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696387527000,1696387089345,
3349073250765677840,600309,7397382693720339936,201,2023-10-04 02:43:07.830299+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696387747000,1696387387837,
7500419070626848335,600309,7397382693720339936,202,2023-10-04 02:43:13.043668+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696387747000,1696387393050,
7666272323428902717,600309,7397382693720339936,204,2023-10-04 02:44:23.590455+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696387747000,1696387463597,
8598588920794150620,600309,7397382693720339936,211,2023-10-04 02:48:47.338629+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696388249000,1696387727347,
636893112275069290,600309,7397382693720339936,223,2023-10-04 02:55:35.332614+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696388436000,1696388135341,
8898145331728330269,600309,7397382693720339936,225,2023-10-04 02:56:53.934814+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696388436000,1696388213943,
6399103867092595584,600309,7397382693720339936,230,2023-10-04 03:00:44.157455+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696388792000,1696388444166,
8266430234744248913,600309,7397382693720339936,239,2023-10-04 03:05:36.801784+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696389111000,1696388736808,
7927883324135160144,600309,7397382693720339936,244,2023-10-04 03:09:04.842486+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696389422000,1696388944852,
8293779773373673757,600309,7397382693720339936,248,2023-10-04 03:11:20.901941+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696389542000,1696389080909,
810997885709197753,600309,7397382693720339936,258,2023-10-04 03:17:12.436930+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696389752000,1696389432443,
7292821879396244439,600309,7397382693720339936,261,2023-10-04 03:18:23.963748+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696389984000,1696389503969,
3681274691407777072,600309,7397382693720339936,269,2023-10-04 03:23:02.185599+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696390195000,1696389782192,
1758315420830833732,600309,7397382693720339936,271,2023-10-04 03:24:10.286294+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696390195000,1696389850292,
5042276634441277314,600309,7397382693720339936,273,2023-10-04 03:25:16.478399+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696390226000,1696389916484,
8701631123781838329,600309,7397382693720339936,275,2023-10-04 03:26:22.548470+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696390226000,1696389982554,
67038870662549653,600309,7397382693720339936,278,2023-10-04 03:28:40.899731+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696390582000,1696390120906,
655839712782182971,600309,7397382693720339936,281,2023-10-04 03:29:52.402562+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696390582000,1696390192407,
208338250867067299,600309,7397382693720339936,289,2023-10-04 03:34:57.135679+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696390759000,1696390497141,
2358613382645890367,600309,7397382693720339936,295,2023-10-04 03:38:24.087072+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696391241000,1696390704101,
5902902242406959803,600309,7397382693720339936,301,2023-10-04 03:42:03.324753+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696391241000,1696390923329,
9116422730061940576,600309,7397382693720339936,308,2023-10-04 03:46:41.882183+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696391661000,1696391201887,
7005105990162849631,600309,7397382693720339936,311,2023-10-04 03:47:54.554725+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696391661000,1696391274559,
1323090319083641811,600309,7397382693720339936,318,2023-10-05 02:07:09.731256+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472079000,1696471629740,
1399061406906865086,600309,7397382693720339936,319,2023-10-05 02:07:17.160746+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472079000,1696471637168,
5417609397059635359,600309,7397382693720339936,320,2023-10-05 02:07:19.211567+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472079000,1696471639220,
8559229908965693094,600309,7397382693720339936,326,2023-10-05 02:07:43.070269+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472079000,1696471663081,
7212190650239644261,600309,7397382693720339936,332,2023-10-05 02:08:26.415716+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472079000,1696471706421,
2102559392832119771,600309,7397382693720339936,343,2023-10-05 02:09:24.372751+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472079000,1696471764379,
6064722452033748381,600309,7397382693720339936,350,2023-10-05 02:09:52.295280+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472079000,1696471792301,
7893047831706721741,600309,7397382693720339936,358,2023-10-05 02:12:20.113432+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472343000,1696471940121,
7299032169655554642,600309,7397382693720339936,370,2023-10-05 02:13:39.218906+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472343000,1696472019251,
8047069521576817998,600309,7397382693720339936,377,2023-10-05 02:14:13.296312+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472343000,1696472053303,
2598918077982660286,600309,7397382693720339936,378,2023-10-05 02:14:23.520639+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472343000,1696472063526,
3337893793147620487,600309,7397382693720339936,381,2023-10-05 02:14:37.125049+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472343000,1696472077130,
6763662168739266384,600309,7397382693720339936,382,2023-10-05 02:14:38.654608+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472343000,1696472078660,
2359271601650838241,600309,7397382693720339936,394,2023-10-05 02:18:23.439565+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472830000,1696472303446,
1195017731631114281,600309,7397382693720339936,398,2023-10-05 02:20:41.985422+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472830000,1696472441992,
3777520126846782380,600309,7397382693720339936,399,2023-10-05 02:20:47.200417+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696472830000,1696472447208,
1624112677026444384,600309,7397382693720339936,406,2023-10-05 02:25:17.694423+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696473091000,1696472717700,
8323721331094236990,600309,7397382693720339936,410,2023-10-05 02:27:36.225669+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696473417000,1696472856231,
672372967037515036,600309,7397382693720339936,411,2023-10-05 02:27:41.508185+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696473417000,1696472861513,
2017950538447988333,600309,7397382693720339936,422,2023-10-05 02:34:30.993186+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696473681000,1696473270999,
6731902153362104838,600309,7397382693720339936,425,2023-10-05 02:35:42.405587+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696473681000,1696473342414,
1359465538052102025,600309,7397382693720339936,426,2023-10-05 02:36:43.261241+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696473943000,1696473403266,
6796445757791444321,600309,7397382693720339936,431,2023-10-05 02:39:22.047818+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696473943000,1696473562054,
217735488969976058,600309,7397382693720339936,434,2023-10-05 02:41:44.885481+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696474112000,1696473704891,
5898811226505794968,600309,7397382693720339936,435,2023-10-05 02:41:50.122338+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696474112000,1696473710130,
14046817709297165,600309,7397382693720339936,436,2023-10-05 02:42:50.954207+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696474316000,1696473770961,
3372810650995796856,600309,7397382693720339936,439,2023-10-05 02:45:17.292028+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696474316000,1696473917298,
6171493767581828364,600309,7397382693720339936,440,2023-10-05 02:45:22.504749+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696474316000,1696473922510,
5041059834203485090,600309,7397382693720339936,442,2023-10-05 02:46:34.673837+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696474555000,1696473994679,
2112991787350576593,600309,7397382693720339936,453,2023-10-05 02:54:04.532235+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696474906000,1696474444538,
902084821777318005,600309,7397382693720339936,455,2023-10-05 02:55:12.979290+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696474906000,1696474512984,
3208065817362541087,600309,7397382693720339936,456,2023-10-05 02:55:19.968398+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696474906000,1696474519974,
8613549767801328328,600309,7397382693720339936,458,2023-10-05 02:56:32.501533+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696474906000,1696474592509,
3040828978375911804,600309,7397382693720339936,465,2023-10-05 03:01:14.441188+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696475232000,1696474874447,
1214470780697408109,600309,7397382693720339936,466,2023-10-05 03:01:42.908531+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696475232000,1696474902916,
7444923286561701960,600309,7397382693720339936,471,2023-10-05 03:05:21.698168+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696475460000,1696475121703,
1270716891847413170,600309,7397382693720339936,473,2023-10-05 03:06:28.142927+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696475624000,1696475188149,
5898262577131108072,600309,7397382693720339936,478,2023-10-05 03:08:46.480234+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696475624000,1696475326485,
7518403082422392694,600309,7397382693720339936,480,2023-10-05 03:09:54.933504+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696475838000,1696475394939,
8117107512894612485,600309,7397382693720339936,482,2023-10-05 03:11:02.752952+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696475838000,1696475462760,
8813215417508032305,600309,7397382693720339936,491,2023-10-05 03:16:53.879423+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696476139000,1696475813887,
2306920597008093164,600309,7397382693720339936,493,2023-10-05 03:17:59.874557+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696476391000,1696475879882,
8072896811487612648,600309,7397382693720339936,501,2023-10-05 03:22:40.093614+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696476587000,1696476160103,
3869429951612079649,600309,7397382693720339936,506,2023-10-05 03:24:57.485619+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696476671000,1696476297491,
5761757754690481321,600309,7397382693720339936,507,2023-10-05 03:25:58.231377+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696476671000,1696476358239,
2841143834247659478,600309,7397382693720339936,508,2023-10-05 03:26:03.800244+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696476671000,1696476363807,
7499737614528270251,600309,7397382693720339936,522,2023-10-05 03:34:38.055583+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696477356000,1696476878069,
883855391512088892,600309,7397382693720339936,524,2023-10-05 03:35:47.840034+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696477356000,1696476947847,
3775346946016701883,600309,7397382693720339936,528,2023-10-05 03:38:06.999541+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696477613000,1696477087008,
1730229136506517535,600309,7397382693720339936,532,2023-10-05 03:40:24.336205+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696477613000,1696477224343,
6307185753444054625,600309,7397382693720339936,533,2023-10-05 03:41:27.057824+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696477613000,1696477287067,
192496005302871227,600309,7397382693720339936,534,2023-10-05 03:41:32.282447+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696477613000,1696477292288,
2243290092141274700,600309,7397382693720339936,536,2023-10-05 03:42:45.497432+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696477879000,1696477365505,
1617297104098294994,600309,7397382693720339936,537,2023-10-05 03:43:47.301462+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696477879000,1696477427307,
6389891875536236683,600309,7397382693720339936,539,2023-10-05 03:44:53.508393+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696477879000,1696477493516,
7629923389145391787,600309,7397382693720339936,540,2023-10-05 03:44:59.758526+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696477879000,1696477499763,
8424238078387269802,600309,7397382693720339936,542,2023-10-05 03:46:06.136042+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696478083000,1696477566142,
1442056544133433533,600309,7397382693720339936,552,2023-10-05 03:51:54.744828+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696478428000,1696477914750,
2542166390644907432,600309,7397382693720339936,570,2023-10-06 02:06:07.411580+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696558473000,1696557967418,
7493197929722516159,600309,7397382693720339936,572,2023-10-06 02:06:13.006505+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696558473000,1696557973013,
2050345553766912278,600309,7397382693720339936,585,2023-10-06 02:07:10.716307+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696558473000,1696558030729,
4761081248515137221,600309,7397382693720339936,586,2023-10-06 02:07:15.947308+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696558473000,1696558035953,
8058576149728715314,600309,7397382693720339936,587,2023-10-06 02:07:16.274218+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696558473000,1696558036282,
6966877169059056084,600309,7397382693720339936,588,2023-10-06 02:07:21.517008+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696558473000,1696558041524,
7027921153136481630,600309,7397382693720339936,589,2023-10-06 02:07:22.463726+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696558473000,1696558042469,
4981187664860540385,600309,7397382693720339936,596,2023-10-06 02:07:44.273119+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696558473000,1696558064308,
9055186815355847989,600309,7397382693720339936,599,2023-10-06 02:07:50.217806+00:00,2023-09-29 04:57:41.421000+00:00,2200-01-01 00:00:00+00:00,1696558473000,1696558070224,
