ledgerid,coa_id,createdat,lastupdatedat,userid,accountingtype,currency,producttype,attrjson,creditlimit,overdraftlimit,state,debitors,ifi,sub_product_type,zeta_user_id,ifi_product_type,ah_id,ah_debitors,name,code,description,requestid,payload_hash,lastpostingid,lasttransactionid,lastreceipthash,currentbalance
854402911778782612,,2023-04-26 06:12:14.085090+00:00,2023-04-26 06:12:14.085090+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""15.75"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""4706110184280225943"",""sourceAccountId"":""9618a924-c815-4c04-aa96-431fdb1eab42"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""495000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230426060627740_482_EMI_0024"",""sourceTransactionDate"":""2023-04-26"",""account.loan-book-date"":""2010-03-27"",""account.loan-value-date"":""2010-03-27"",""account.loan-account-name"":""Emerald_Automation"",""interestAmountAsOnBookingDate"":""4093""}",,0,CLOSED,,140793,,,,395af85e-44be-4c90-9739-c644c8dddda2,"[""395af85e-44be-4c90-9739-c644c8dddda2""]",,,,1682243534846_04,f1b01c48d684caddd06b73546a34f19d,897375,20230624084250057_UpdateState_47f87d68-9edd-4558-94a1-7e3129d959c0,vxGYHg==,145690
993148022536587148,,2023-04-20 12:08:45.936473+00:00,2023-04-20 12:08:45.936473+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""10"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""5252449422181252431"",""sourceAccountId"":""795c1baf-4cda-4289-b76c-a37d8df3f8d2"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""200000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230419131638387_407_April_Aion_refund_clearance_Cancellation_test_5252449422181252431_1"",""sourceTransactionDate"":""2023-04-19"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""march_loan_booking"",""interestAmountAsOnBookingDate"":""2080""}",,0,CLOSED,,140793,,,,50026720-be90-4902-933b-2932936e5561,"[""50026720-be90-4902-933b-2932936e5561""]",,,,795c1baf-4cda-4289-b76c-a37d8df3f8d2_6,fe5ec4124d59a2fb5a09cbc06ebfdb3f,167656,20230624084417056_UpdateState_701e75f9-9695-4718-838b-e1a21ca27a25,JsO9Mg==,45290
1710122801054327572,,2023-04-23 08:24:58.374025+00:00,2023-04-23 08:24:58.374025+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""5405749746944749890"",""sourceAccountId"":""4fae62c5-315a-41b2-9354-aad94407e12a"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""500000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230423072615241_90_Cash_Req_clearance_1682234775.0"",""sourceTransactionDate"":""2023-04-23"",""account.loan-book-date"":""2010-03-27"",""account.loan-value-date"":""2010-03-27"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""20719""}",,0,CLOSED,,140793,,,,be18a7f6-1a46-4a7f-91d0-10543fb16b39,"[""be18a7f6-1a46-4a7f-91d0-10543fb16b39""]",,,,AIONloga_loan_process_0026,b04b28e87e3ccfefce01fd4a5fdf2bcb,749193,20230601051752629_UpdateState_a98b4f7f-a36f-4fc1-a659-2c2ff518dca8,BERULQ==,277421
1933003668241081898,,2023-04-19 10:53:05.774591+00:00,2023-04-19 10:53:05.774591+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""2202869265246971676"",""sourceAccountId"":""2fcd9f92-7490-4bef-a2c6-d0e43f2d3e8c"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""1000000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230419105243735_360_Req_clearance_1681901563"",""sourceTransactionDate"":""2023-04-19"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""16895""}",,0,CLOSED,,140793,,,,30d286ce-3dbe-45f5-84fe-3b96ab40fe46,"[""30d286ce-3dbe-45f5-84fe-3b96ab40fe46""]",,,,AIONloga_loan_process_359,952d6fb1a8966dbfe5307df7ad9a8bf5,400624,20230426114726534_856_d031483a-dede-4377-9446-77359ba3db47,aG7k6w==,0
556370894352380476,,2023-04-20 11:08:51.436862+00:00,2023-04-20 11:08:51.436862+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""4521352663005193639"",""sourceAccountId"":""e8380c46-67ef-4f3e-b13b-26dcb0e76ae2"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""1000000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230420104351466_1984_Req_clearance_1681987431"",""sourceTransactionDate"":""2023-04-20"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""16895""}",,0,CLOSED,,140793,,,,35428cbf-5610-44f1-b1c2-6d42a945294d,"[""35428cbf-5610-44f1-b1c2-6d42a945294d""]",,,,AIONloga_loan_process_225,fd6ea8eda6800410810fe0c76fa02eea,524267,20230529165131784_925_fff96d3b-5777-4692-aa1e-511f31b1daa9,vRHtJw==,0
813723252671972310,,2023-04-21 11:25:06.350766+00:00,2023-04-21 11:25:06.350766+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""25.75"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""4693264073654781662"",""sourceAccountId"":""0b7a74ff-9ab3-485b-afc4-31eca6ad9c5a"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""500000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230421112305356_2571_EMI_0017"",""sourceTransactionDate"":""2023-04-21"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""Emerald_Automation"",""interestAmountAsOnBookingDate"":""8279""}",,0,CLOSED,,140793,,,,395af85e-44be-4c90-9739-c644c8dddda2,"[""395af85e-44be-4c90-9739-c644c8dddda2""]",,,,1681910114612_030,c7407cae04a3db372fadfdbcbf074bd8,985758,20230421112921606_2833_2ea1a25c-1e49-4906-b70c-83c41c79adc3,riPuWQ==,0
1578383979545129017,,2023-05-31 18:59:52.125650+00:00,2023-05-31 18:59:52.125650+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""281052201933590117"",""sourceAccountId"":""ebb3b96a-325b-4691-ad00-f85395ea6025"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""500000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230531185932813_4914_Req_clearance_1685559572"",""sourceTransactionDate"":""2023-06-01"",""account.loan-book-date"":""2010-05-08"",""account.loan-value-date"":""2010-05-08"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""8723""}",,0,CLOSED,,140793,,,,a0b51229-4bbe-4a4d-8c97-2bd753c9e919,"[""a0b51229-4bbe-4a4d-8c97-2bd753c9e919""]",,,,AIONloga_loan_process_694,4919e571363a32b2b7d37bcd8f6023d5,822709,20230624083902192_UpdateState_db584f16-3154-4820-a587-dd35e7577ab0,lODfrw==,243497
1710505310430524820,,2023-01-16 12:29:18.400625+00:00,2023-01-16 12:29:18.400625+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""aura.coa-id"":""2201104019684666068"",""creditLimit"":""50000000"",""account.pd-id"":""4202712136292510534"",""account.pf-id"":""3666270197012954215"",""account.openDate"":""2020-04-17"",""account.provider"":""ruby"",""issuance.location"":""TN"",""aura.parent-node-id"":""3666270197012954215"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",9223372036854775807,0,CLOSED,,140793,,,,05f401cf-2b8a-4931-a61b-0bc7df794a60,"[""05f401cf-2b8a-4931-a61b-0bc7df794a60""]",,,,31752152-ec50-4963-a3cf-1673872148,707fc27d87173e354807bbeb9c911e48,575225,20230612142105322_64192@ledger.services.olympus_PKpO5Q==,h8x6AQ==,1051059
1911321874797251535,,2023-04-23 07:05:20.102327+00:00,2023-04-23 07:05:20.102327+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""28"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""5252449422181252431"",""sourceAccountId"":""795c1baf-4cda-4289-b76c-a37d8df3f8d2"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""100001"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230421171319601_541_Aion_april21_4"",""sourceTransactionDate"":""2023-04-21"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""Nov_loan_booking"",""interestAmountAsOnBookingDate"":""2761""}",,0,CLOSED,,140793,,,,50026720-be90-4902-933b-2932936e5561,"[""50026720-be90-4902-933b-2932936e5561""]",,,,test1_april21_11,b53f7cbc1e1b1dc4bb3e22bb3c391431,729232,20230624084313381_UpdateState_6ce17fe5-68cd-4e9b-a8e8-5aee09d9d125,Oe2REQ==,18027
2373149394747603822,,2023-04-19 19:37:09.769157+00:00,2023-04-19 19:37:09.769157+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""184823469348124710"",""sourceAccountId"":""76571637-b5bb-4529-9865-18f0cf0fbdc3"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""1000000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230419193630064_8_Req_clearance_1681932973"",""sourceTransactionDate"":""2023-04-20"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""APR_loan_booking""}",,0,CLOSED,,140793,,,,50026720-be90-4902-933b-2932936e5561,"[""50026720-be90-4902-933b-2932936e5561""]",,,,AIONloga_loan_process_692,cf49161eff70d0df783bcc6682422672,511665,20230503132601765_UpdateState_ae924712-d397-4281-8e36-3be9d05046d2,E4dydg==,-104760
2753134735623361000,,2023-04-19 13:09:32.683833+00:00,2023-04-19 13:09:32.683833+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""3155598460042432094"",""sourceAccountId"":""bd499ec3-d35d-4052-af4a-fbc3babe881d"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""1000000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230419130624529_1080_Req_clearance_1681909577"",""sourceTransactionDate"":""2023-04-19"",""account.loan-book-date"":""2010-03-26"",""account.loan-value-date"":""2010-03-26"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""16895""}",,0,CLOSED,,140793,,,,e5e87104-1b5f-4546-926f-3393fa23c72f,"[""e5e87104-1b5f-4546-926f-3393fa23c72f""]",,,,AIONloga_loan_process_77,762730e5f529df41b999f44ce088b4a6,430768,20230419131400821_402_revert_20230419131329012_1095_Refund_1681910007_loan_refund_20230419131329012_1095_Refund_1681910007_loan_refund,snjXTg==,1000000
2408326064439590154,,2023-04-23 08:26:11.733359+00:00,2023-04-23 08:26:11.733359+00:00,,ASSET,INR,ACCOUNT_HOLDER,"{""channel"":""ruby"",""loanType"":""merchantEMI"",""timeZone"":""Asia/Kolkata"",""aura.coa-id"":""8856676763747829001"",""interestRate"":""35.5"",""account.pd-id"":""3262725594355241760"",""account.pf-id"":""8643996531221736343"",""account.source"":""emerald"",""sourceLedgerId"":""1187711996733689524"",""sourceAccountId"":""744a8b0d-2dbf-4d97-8163-15b0e47889ae"",""sourceProductId"":""7762450906761625876"",""account.provider"":""emerald"",""account.loan-amount"":""500000"",""aura.parent-node-id"":""7874456330822347140"",""sourceTransactionID"":""20230423072643759_686_Cash_Req_clearance_1682234790.0"",""sourceTransactionDate"":""2023-04-23"",""account.loan-book-date"":""2010-03-27"",""account.loan-value-date"":""2010-03-27"",""account.loan-account-name"":""APR_loan_booking"",""interestAmountAsOnBookingDate"":""20719""}",,0,CLOSED,,140793,,,,47f6bd50-bde1-4bcc-aa99-ba21ef96d445,"[""47f6bd50-bde1-4bcc-aa99-ba21ef96d445""]",,,,AIONloga_loan_process_0027,da533cad67c4addb0a49011ff66a22e1,372970,20230624084312026_UpdateState_9f75b90e-0e88-4f9c-ab68-f123a39786cd,iVSPsg==,157068
