id,created_at,updated_at,loan_detail_id,request_id,request_type,state,rejection_code,reject_reason,body,header,tenant_id,attributes,vbo_id,_load_ts_ms,cdc_source_ts_ms,cdc_op
a28ac617-ed55-489b-bb5f-6411f99aa066,2022-09-02 09:16:10.383000+00:00,2022-09-02 09:16:26.612000+00:00,a221fea1-ad65-460a-9b25-84f656c0cd0b,refund_test_20000034,refund,Completed,,,"{""coaID"":1911042500732320770,""amount"":1000.0,""source"":""ruby"",""bookTime"":1658816413000,""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""refund_test_20000034"",""valueTime"":1658816413000,""requestType"":""REFUND"",""loanAccountID"":""5485413f-69e7-4448-a685-3e27a18868e6"",""sourceAccountID"":""fe4cce3a-db60-496f-b8b0-e70d7f62b3fc"",""processTillState"":""ACCEPTED""}",,140793,"{""refundAmount"":1000,""refundProcessAction"":""RE_AMORTIZATION""}",,1684488959000,1684485961429,
4d1591be-ac78-433f-b4be-1ed21d889215,2022-09-02 10:14:19.136000+00:00,2022-09-02 10:14:20.914000+00:00,,refund_test_20000035,refund,Rejected,,Refund amount not sufficient to preclose/reamortize the loan account,"{""coaID"":1911042500732320770,""amount"":1500.0,""source"":""ruby"",""bookTime"":1658557213000,""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""refund_test_20000035"",""valueTime"":1658557213000,""requestType"":""REFUND"",""loanAccountID"":""45e7e5b5-a851-4394-ba7f-7707ea3db146"",""sourceAccountID"":""fe4cce3a-db60-496f-b8b0-e70d7f62b3fc"",""processTillState"":""ACCEPTED""}",,140793,,,1684488959000,1684485961430,
1a7f68ab-c692-4663-acbe-b0cd72461581,2022-09-02 10:14:50.652000+00:00,2022-09-02 10:15:00.867000+00:00,,refund_test_20000036,refund,Rejected,,Refund amount not sufficient to preclose/reamortize the loan account,"{""coaID"":1911042500732320770,""amount"":1681.0,""source"":""ruby"",""bookTime"":1658557213000,""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""refund_test_20000036"",""valueTime"":1658557213000,""requestType"":""REFUND"",""loanAccountID"":""45e7e5b5-a851-4394-ba7f-7707ea3db146"",""sourceAccountID"":""fe4cce3a-db60-496f-b8b0-e70d7f62b3fc"",""processTillState"":""ACCEPTED""}",,140793,,,1684488959000,1684485961429,
8f3ea9d2-69b3-4aef-9124-7d246b083105,2022-09-02 10:16:12.384000+00:00,2022-09-02 10:16:25.273000+00:00,db49045c-ad76-4145-88ab-7ca829bfbc8c,refund_test_20000037,refund,Completed,,,"{""coaID"":1911042500732320770,""amount"":1703.0,""source"":""ruby"",""bookTime"":1658557213000,""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""refund_test_20000037"",""valueTime"":1658557213000,""requestType"":""REFUND"",""loanAccountID"":""45e7e5b5-a851-4394-ba7f-7707ea3db146"",""sourceAccountID"":""fe4cce3a-db60-496f-b8b0-e70d7f62b3fc"",""processTillState"":""ACCEPTED""}",,140793,"{""refundAmount"":1703,""refundProcessAction"":""RE_AMORTIZATION""}",,1684488959000,1684485961429,
68069d47-42d0-4708-adc4-a4afd7a3ddca,2022-09-02 12:40:31.243000+00:00,2022-09-02 12:40:31.563000+00:00,,test233121212181,loanConversion,Rejected,,"Loan tenure days should be between 90 and 1080, actual tenure days is 89","{""source"":""ruby"",""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""test233121212181"",""attributes"":{""loanValueDate"":""2020-04-01"",""processingFee"":100.0,""loanBookingDate"":""2020-04-01""},""requestType"":""LOAN_CONVERSION"",""rateOfInterest"":10.0,""transactionIds"":[""20220902123411805_158_1662122049""],""loanAccountName"":""May20_aion_loan_ank"",""sourceAccountID"":""58deaa70-b1f9-4dd9-8c16-98ba30c89291"",""processTillState"":""ACCEPTED"",""subventionAmount"":200.0,""numOfInstallments"":3.0}",,140793,,,1684488959000,1684485961052,
e2f3f4cb-73d0-4eff-bfd3-add1542e6b8f,2022-09-02 12:41:49.238000+00:00,2022-09-02 12:42:02.570000+00:00,d7b6e092-3874-43a5-88bb-0c9ce4304af0,test233121212182,loanConversion,Completed,,,"{""source"":""ruby"",""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""test233121212182"",""attributes"":{""loanValueDate"":""2020-04-01"",""processingFee"":100.0,""loanBookingDate"":""2020-04-01""},""requestType"":""LOAN_CONVERSION"",""rateOfInterest"":10.0,""transactionIds"":[""20220902123411805_158_1662122049""],""loanAccountName"":""May20_aion_loan_ank"",""sourceAccountID"":""58deaa70-b1f9-4dd9-8c16-98ba30c89291"",""processTillState"":""ACCEPTED"",""subventionAmount"":200.0,""numOfInstallments"":4.0}",,140793,,,1684488959000,1684485961052,
f700efbc-0cea-432e-8c52-87036c750bb5,2022-09-05 06:20:20.465000+00:00,2022-09-05 06:20:23.269000+00:00,a221fea1-ad65-460a-9b25-84f656c0cd0b,preclose09897_arch_00004,loanPreclosure,Accepted,,,"{""remarks"":""Archana Initiating Loan preClosure for aion testing"",""bookTime"":1662355491000,""tenantID"":140793.0,""requestID"":""preclose09897_arch_00004"",""valueTime"":1662355491000,""attributes"":{},""loanDetails"":{""id"":""a221fea1-ad65-460a-9b25-84f656c0cd0b"",""source"":""ruby"",""loan_type"":""merchantEMI"",""tenant_id"":140793.0,""attributes"":{""conversionSourceProcessedTransactionID"":""20220902090712606_2410_CONVERSION_LOAN_BOOKING_Test_Sep_3200002""},""transaction_ids"":[""20220902090609347_11155_test_Sep_40000003.0""],""account_holder_id"":""bad05caf-6c92-476f-b5db-106ad239aa94"",""loan_account_name"":""Test_loan_booking"",""source_account_id"":""fe4cce3a-db60-496f-b8b0-e70d7f62b3fc"",""emerald_account_id"":""5485413f-69e7-4448-a685-3e27a18868e6""},""requestType"":""LOAN_PRECLOSURE"",""loanAccountID"":""5485413f-69e7-4448-a685-3e27a18868e6"",""processTillState"":""ACCEPTED""}",,140793,,,1684488959000,1684485961052,
5bd8199d-e6b0-4654-a0ff-4736be31e38d,2022-09-05 07:50:52.561000+00:00,2022-09-05 07:51:19.993000+00:00,e410c08c-fc7a-4148-8103-c14bf3c28a30,Test_Sep_3200006,loanConversion,Completed,,,"{""source"":""ruby"",""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""Test_Sep_3200006"",""attributes"":{""loanValueDate"":""2022-07-15"",""processingFee"":0.0,""loanBookingDate"":""2022-07-15""},""requestType"":""LOAN_CONVERSION"",""rateOfInterest"":10.0,""transactionIds"":[""20220905074959446_517_test_Sep_40000007.0""],""loanAccountName"":""Test_loan_booking"",""sourceAccountID"":""fe4cce3a-db60-496f-b8b0-e70d7f62b3fc"",""processTillState"":""ACCEPTED"",""subventionAmount"":200.0,""numOfInstallments"":6.0}",,140793,,,1684488959000,1684485961058,
65f4eb4f-fe30-4251-9333-7cfb8c63a105,2022-09-05 08:21:01.194000+00:00,2022-09-05 11:17:27.937000+00:00,29305a18-27f5-4a3f-90ae-66663bb84a54,request-00339,loanCancellation,sourceProcessed,,,"{""source"":""ruby"",""remarks"":""loan creation by mistake"",""bookTime"":1648622762000,""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""request-00339"",""valueTime"":1648622762000,""reasonCode"":""EM-LOAN-CANCEL"",""requestType"":""LOAN_CANCELLATION"",""loanAccountID"":""dbc440fb-f268-43bd-9ec6-749fbde72a25"",""transactionIds"":[""20220902120641233_12504_Aion_test_place_hold_May25_3_clearance_00191240002123""],""accountHolderId"":""bad05caf-6c92-476f-b5db-106ad239aa94"",""sourceAccountID"":""03e68d33-49ab-4dd2-94a5-377c857d1685"",""loanConversionId"":""29305a18-27f5-4a3f-90ae-66663bb84a54"",""processTillState"":""ACCEPTED"",""loanAccountHolderName"":""Sep_2_cult_change""}",,140793,,,1684488959000,1684485961060,
1bc59dbe-cefa-4890-bb4e-6a18e74b0222,2022-09-05 08:22:43.253000+00:00,2022-09-05 08:23:04.284000+00:00,e410c08c-fc7a-4148-8103-c14bf3c28a30,refund_test_20000039,refund,Completed,,,"{""coaID"":1911042500732320770,""amount"":1681.0,""source"":""ruby"",""bookTime"":1658985891000,""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""refund_test_20000039"",""valueTime"":1658985891000,""requestType"":""REFUND"",""loanAccountID"":""94781296-c27e-44be-b598-4005bc1249b9"",""sourceAccountID"":""fe4cce3a-db60-496f-b8b0-e70d7f62b3fc"",""processTillState"":""ACCEPTED""}",,140793,"{""refundAmount"":1681,""refundProcessAction"":""RE_AMORTIZATION""}",,1684488959000,1684485961061,
e124c2e9-d779-4bd2-8a7e-ce7ef616bfcd,2022-09-05 08:37:30.893000+00:00,2022-09-05 08:38:14.803000+00:00,7bdb4b10-78e1-4ffe-9d1b-301796bfec02,refund_test_20000042,refund,Completed,,,"{""coaID"":1911042500732320770,""amount"":1716.0,""source"":""ruby"",""bookTime"":1658985891000,""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""refund_test_20000042"",""valueTime"":1658985891000,""requestType"":""REFUND"",""loanAccountID"":""f1538835-56ca-4e64-bbd9-e47345badcf7"",""sourceAccountID"":""fe4cce3a-db60-496f-b8b0-e70d7f62b3fc"",""processTillState"":""ACCEPTED""}",,140793,"{""refundAmount"":1716,""refundProcessAction"":""RE_AMORTIZATION""}",,1684488959000,1684485961061,
d366d668-3db2-45b1-99c7-099cb7f661d0,2022-09-05 09:12:15.783000+00:00,2022-09-05 09:13:12.190000+00:00,505d70a0-fd19-44f6-a524-30e5cb0c52ba,retry_loan_creation_2,loanConversion,Completed,,,"{""source"":""ruby"",""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""retry_loan_creation_2"",""attributes"":{""loanValueDate"":""2022-03-29"",""processingFee"":499.0,""loanBookingDate"":""2022-03-29""},""requestType"":""LOAN_CONVERSION"",""rateOfInterest"":12.75,""transactionIds"":[""20220902120641233_12504_Aion_test_place_hold_May25_3_clearance_00191240002123""],""loanAccountName"":""Sep_2_cult_change"",""sourceAccountID"":""03e68d33-49ab-4dd2-94a5-377c857d1685"",""processTillState"":""ACCEPTED"",""subventionAmount"":0.0,""numOfInstallments"":2.0}",,140793,,,1684488959000,1684485961307,
cb1dd273-dee9-4eee-a44c-1fd3a194ff95,2022-09-05 09:19:38.308000+00:00,2022-09-05 09:20:08.794000+00:00,b366fb52-8dc9-4ddf-a7e2-5e5061edccad,Test_Sep_3200009,loanConversion,Completed,,,"{""source"":""ruby"",""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""Test_Sep_3200009"",""attributes"":{""loanValueDate"":""2022-03-15"",""processingFee"":0.0,""loanBookingDate"":""2022-03-15""},""requestType"":""LOAN_CONVERSION"",""rateOfInterest"":10.0,""transactionIds"":[""20220905091902700_400_test_Sep_40000010.0""],""loanAccountName"":""Test_loan_booking"",""sourceAccountID"":""fe4cce3a-db60-496f-b8b0-e70d7f62b3fc"",""processTillState"":""ACCEPTED"",""subventionAmount"":200.0,""numOfInstallments"":6.0}",,140793,,,1684488959000,1684485961308,
d54bb8e2-13bc-4123-9a4d-21e89047444f,2022-09-05 10:25:06.936000+00:00,2022-09-05 10:25:08.364000+00:00,89b4ddf9-ab84-41e9-aca2-973407cb3e1c,refund_001_test10_0909094,refund,Accepted,,,"{""coaID"":1911042500732320770,""amount"":4800.0,""source"":""ruby"",""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""refund_001_test10_0909094"",""requestType"":""REFUND"",""loanAccountID"":""ae57fc5d-43ba-4a0d-b50d-beb3ca46a2d1"",""sourceAccountID"":""03e68d33-49ab-4dd2-94a5-377c857d1685"",""processTillState"":""ACCEPTED""}",,140793,"{""refundAmount"":4800,""refundProcessAction"":""PRE_CLOSURE""}",,1684488959000,1684485961309,
38a60edb-38a6-46cc-9a00-7ef1d0fa1c80,2022-09-06 05:46:34.616000+00:00,2022-09-06 05:46:39.137000+00:00,29305a18-27f5-4a3f-90ae-66663bb84a54,request-00340,loanCancellation,Rejected,,Annotation missing loan for transaction-id 20220902120641233_12504_Aion_test_place_hold_May25_3_clearance_00191240002123,"{""source"":""ruby"",""remarks"":""loan creation by mistake"",""bookTime"":1648622762000,""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""request-00340"",""valueTime"":1648622762000,""reasonCode"":""EM-LOAN-CANCEL"",""requestType"":""LOAN_CANCELLATION"",""loanAccountID"":""dbc440fb-f268-43bd-9ec6-749fbde72a25"",""transactionIds"":[""20220902120641233_12504_Aion_test_place_hold_May25_3_clearance_00191240002123""],""accountHolderId"":""bad05caf-6c92-476f-b5db-106ad239aa94"",""sourceAccountID"":""03e68d33-49ab-4dd2-94a5-377c857d1685"",""loanConversionId"":""29305a18-27f5-4a3f-90ae-66663bb84a54"",""processTillState"":""ACCEPTED"",""loanAccountHolderName"":""Sep_2_cult_change""}",,140793,,,1684488959000,1684485961309,
2284af19-e7bf-42db-b1b7-3b42ab5b2c0d,2022-09-06 05:56:49.516000+00:00,2022-09-06 05:57:37.629000+00:00,31410cfe-4194-46d1-b50f-b998225a441e,Test_Sep_32000012,loanConversion,Completed,,,"{""source"":""ruby"",""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""Test_Sep_32000012"",""attributes"":{""loanValueDate"":""2022-03-15"",""processingFee"":0.0,""loanBookingDate"":""2022-03-15""},""requestType"":""LOAN_CONVERSION"",""rateOfInterest"":10.0,""transactionIds"":[""20220906055548306_4085_test_Sep_40000012.0""],""loanAccountName"":""Test_loan_booking"",""sourceAccountID"":""fe4cce3a-db60-496f-b8b0-e70d7f62b3fc"",""processTillState"":""ACCEPTED"",""subventionAmount"":200.0,""numOfInstallments"":6.0}",,140793,,,1684488959000,1684485961309,
fd7c4c9d-736f-4669-b7a9-f4fd949d4821,2022-09-06 06:00:33.205000+00:00,2022-09-06 06:00:52.348000+00:00,31410cfe-4194-46d1-b50f-b998225a441e,CancelLoan50000612346,loanCancellation,Completed,,,"{""source"":""ruby"",""remarks"":""Archana Testing Cancellation"",""bookTime"":1648185891000,""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""CancelLoan50000612346"",""valueTime"":1648185891000,""reasonCode"":""EM-LOAN-CANCEL"",""requestType"":""LOAN_CANCELLATION"",""loanAccountID"":""1101675c-cd61-4a29-80b4-592f41c7fb38"",""transactionIds"":[""20220906055548306_4085_test_Sep_40000012.0""],""accountHolderId"":""bad05caf-6c92-476f-b5db-106ad239aa94"",""sourceAccountID"":""fe4cce3a-db60-496f-b8b0-e70d7f62b3fc"",""loanConversionId"":""31410cfe-4194-46d1-b50f-b998225a441e"",""processTillState"":""ACCEPTED"",""loanAccountHolderName"":""Test_loan_booking""}",,140793,,,1684488959000,1684485961310,
46af7602-0cae-45bc-a3f8-b734773f852d,2022-09-06 07:21:42.478000+00:00,2022-09-06 07:22:37.220000+00:00,77be65b5-b1ef-4996-a639-cdce1dafc31f,Test_Sep_32000015,loanConversion,Completed,,,"{""source"":""ruby"",""loanType"":""merchantEMI"",""tenantID"":140793.0,""requestID"":""Test_Sep_32000015"",""attributes"":{""loanValueDate"":""2022-03-15"",""processingFee"":0.0,""loanBookingDate"":""2022-03-15""},""requestType"":""LOAN_CONVERSION"",""rateOfInterest"":10.0,""transactionIds"":[""20220906072127651_4248_test_Sep_40000015.0""],""loanAccountName"":""Test_loan_booking"",""sourceAccountID"":""fe4cce3a-db60-496f-b8b0-e70d7f62b3fc"",""processTillState"":""ACCEPTED"",""subventionAmount"":200.0,""numOfInstallments"":6.0}",,140793,,,1684488959000,1684485961311,
