hold_id,request_id,tenant_id,coa_id,ledger_id,type,value,start_time,end_time,status,created_for_posting_id,created_at,modified_at,purpose_code,posting_info,transaction_time,_load_ts_ms,cdc_source_ts_ms,cdc_op
84a6e6d6-bab2-42d4-8852-5b4f32a95685,QA_Test1679918669,140793,4035248022331589538,4040110858554956938,debit-hold,1000000,"""null""","""null""",ACTIVE,670948,2023-03-27 12:04:32.406720+00:00,2023-03-27 12:04:32.406720+00:00,cash,"{""place-hold"":{""remarks"":"" Goods & Services - GA Market 11/27641761"",""postingID"":670948,""transactionTime"":1679918672308}}",,1679922392000,,
0d80e28d-0b01-4a1b-844b-a1e7eb536a95,QA_Test1679631853,140793,4035248022331589538,2610445462204426753,debit-hold,1000000,"""null""","""null""",ACTIVE,837689,2023-03-24 04:24:13.443245+00:00,2023-03-24 04:24:13.443245+00:00,cash,"{""place-hold"":{""remarks"":"" Goods & Services - GA Market 11/26321708"",""postingID"":837689,""transactionTime"":1679631853314}}",,1679635647000,,
737edcac-6793-4bf3-96ec-1212b2fcbd32,QA_Test1679650733,140793,2201104019684666068,4289278603131975889,debit-hold,2000000,"""null""","""null""",RELEASED,112338,2023-03-24 09:38:56.473711+00:00,2023-03-24 09:38:56.473711+00:00,purchase,"{""place-hold"":{""remarks"":""Place Hold 1 Pos"",""postingID"":112338,""transactionTime"":1679650735010},""consume-hold"":{""remarks"":""Purchase clearance"",""postingID"":112339,""transactionTime"":1679650743988}}",,1679654172000,,
e8062764-840d-4dea-8c58-36d4575f61b2,Pkg1674044185,140793,2201104019684666068,5753902685291066454,debit-hold,1000,"""null""","""null""",RELEASED,793610,2023-01-18 12:16:28.191074+00:00,2023-01-18 12:16:28.191074+00:00,cash,"{""place-hold"":{""remarks"":"" Goods & Services - GA Market 11/28791639"",""postingID"":793610,""transactionTime"":1674044187710},""consume-hold"":{""remarks"":""Goods & Services - GA Market 11/28791639"",""postingID"":793611,""transactionTime"":1674044241339}}",,1679311565000,,
607dcd5d-6967-445a-b09f-39f6843e1d7e,Pkg1674044805,140793,2201104019684666068,5753902685291066454,debit-hold,1000,"""null""","""null""",ACTIVE,793613,2023-01-18 12:26:46.289858+00:00,2023-01-18 12:26:46.289858+00:00,cash,"{""place-hold"":{""remarks"":"" Goods & Services - GA Market 11/28791639"",""postingID"":793613,""transactionTime"":1674044805696}}",,1679311565000,,
4f9b33f5-a9bf-4dc3-a6e6-314b577248a4,HoldTxn1674047435,140793,2201104019684666068,9196499495089390629,debit-hold,15023,"""null""","""null""",RELEASED,904255,2023-01-18 13:10:40.582207+00:00,2023-01-18 13:10:40.582207+00:00,purchase,"{""place-hold"":{""remarks"":""merchant txn"",""postingID"":904255,""transactionTime"":1674047436631},""consume-hold"":{""remarks"":""{{remarks}}"",""postingID"":904258,""transactionTime"":1674047472150}}",,1679311565000,,
241daff1-8191-4cbc-8ac0-d5e56965302c,QA_Test1679632089,140793,4035248022331589538,4863864428981138053,debit-hold,1000000,"""null""","""null""",RELEASED,315935,2023-03-24 04:28:09.721246+00:00,2023-03-24 04:28:09.721246+00:00,cash,"{""place-hold"":{""remarks"":"" Goods & Services - GA Market 11/24261767"",""postingID"":315935,""transactionTime"":1679632089531},""consume-hold"":{""remarks"":""cash_remarks"",""postingID"":315936,""transactionTime"":1679632094510}}",,1679635647000,,
791e7593-d445-4ad8-a752-b1fbf3a97fb4,QA_Test1680083808,140793,4035248022331589538,4214859983996377520,debit-hold,1000000,"""null""","""null""",ACTIVE,894612,2023-03-29 09:56:48.175409+00:00,2023-03-29 09:56:48.175409+00:00,cash,"{""place-hold"":{""remarks"":"" Goods & Services - GA Market 11/23171651"",""postingID"":894612,""transactionTime"":1680083808066}}",,1680085219000,,
7a4190f5-294f-4545-a214-2602d6786f7e,HoldTxn1679632347,140793,4035248022331589538,894425648537326004,debit-hold,1000000,"""null""","""null""",ACTIVE,265250,2023-03-24 04:32:27.739047+00:00,2023-03-24 04:32:27.739047+00:00,purchase,"{""place-hold"":{""remarks"":""Backdated_repayment"",""postingID"":265250,""transactionTime"":1679632347614}}",,1679635647000,,
21039765-2c62-423a-9b1c-cff400a07052,HoldTxn1678798548,140793,4035248022331589538,4811609217097046902,debit-hold,200000,"""null""","""null""",RELEASED,499268,2023-03-14 12:55:49.797279+00:00,2023-03-14 12:55:49.797279+00:00,purchase,"{""place-hold"":{""remarks"":""Backdated_repayment"",""postingID"":499268,""transactionTime"":1678798549332},""consume-hold"":{""remarks"":""Goods & Services - GA Market 11/27491876"",""postingID"":499269,""transactionTime"":1678798565560}}",,1679311565000,,
9f94dd3d-27b1-4088-9bb9-d9db1091061b,HoldTxn1678798596,140793,4035248022331589538,4811609217097046902,debit-hold,200000,"""null""","""null""",RELEASED,499272,2023-03-14 12:56:44.346520+00:00,2023-03-14 12:56:44.346520+00:00,purchase,"{""place-hold"":{""remarks"":""Backdated_repayment"",""postingID"":499272,""transactionTime"":1678798604238},""consume-hold"":{""remarks"":""Goods & Services - GA Market 11/24201569"",""postingID"":499273,""transactionTime"":1678798611611}}",,1679311565000,,
3f8e4047-29da-4f13-9128-8e02ca751c9d,HoldTxn1678796390,140793,4035248022331589538,4811609217097046902,debit-hold,200000,"""null""","""null""",RELEASED,499266,2023-03-14 12:19:50.394177+00:00,2023-03-14 12:19:50.394177+00:00,purchase,"{""place-hold"":{""remarks"":""Backdated_repayment"",""postingID"":499266,""transactionTime"":1678796390287},""consume-hold"":{""remarks"":""Goods & Services - GA Market 11/28131315"",""postingID"":499267,""transactionTime"":1678796406221}}",,1679311565000,,
a48ad1f7-8da1-43de-87d2-bbb29c25615e,QA_Test1678798572,140793,4035248022331589538,4811609217097046902,debit-hold,200000,"""null""","""null""",RELEASED,499270,2023-03-14 12:56:12.236787+00:00,2023-03-14 12:56:12.236787+00:00,cash,"{""place-hold"":{""remarks"":"" Goods & Services - GA Market 11/24101366"",""postingID"":499270,""transactionTime"":1678798572082},""consume-hold"":{""remarks"":""cash_remarks"",""postingID"":499271,""transactionTime"":1678798578584}}",,1679311565000,,
bd151ca8-9412-4be1-b1b2-4772a571cd71,HoldTxn1674046301,140793,2201104019684666068,9196499495089390629,debit-hold,15023,"""null""","""null""",RELEASED,904247,2023-01-18 12:51:43.299667+00:00,2023-01-18 12:51:43.299667+00:00,purchase,"{""place-hold"":{""remarks"":""merchant txn"",""postingID"":904247,""transactionTime"":1674046302773},""consume-hold"":{""remarks"":""{{remarks}}"",""postingID"":904248,""transactionTime"":1674046342540}}",,1679311565000,,
d9050a8e-2bd1-48a1-b533-0639c216ac7c,QA_Test1674027309,140793,2201104019684666068,6993699687879798222,debit-hold,200000,"""null""","""null""",RELEASED,130323,2023-01-18 07:35:11.057300+00:00,2023-01-18 07:35:11.057300+00:00,purchase,"{""place-hold"":{""remarks"":""Place Hold 1 Pos"",""postingID"":130323,""transactionTime"":1674027310543},""consume-hold"":{""remarks"":""Purchase clearance"",""postingID"":130324,""transactionTime"":1674027323762}}",,1679311565000,,
7e4ce96e-2c37-4864-a176-3a537573b087,QA_Test1674290182,140793,8856676763747829001,6968648153677021225,debit-hold,10500000,"""null""","""null""",RELEASED,999480,2023-01-21 08:36:23.758473+00:00,2023-01-21 08:36:23.758473+00:00,cash,"{""place-hold"":{""remarks"":"" {{cash_remarks}}"",""postingID"":999480,""transactionTime"":1674290183655},""consume-hold"":{""remarks"":""cash_remarks"",""postingID"":999481,""transactionTime"":1674290212360}}",,1679311565000,,
be9ef189-9cd1-4f55-886e-31056fc8c1ec,Pkg1674031210,140793,2201104019684666068,5753902685291066454,debit-hold,10000,"""null""","""null""",RELEASED,793558,2023-01-18 08:40:18.788395+00:00,2023-01-18 08:40:18.788395+00:00,cash,"{""place-hold"":{""remarks"":"" Goods & Services - GA Market 11/28791639"",""postingID"":793558,""transactionTime"":1674031218337},""consume-hold"":{""remarks"":""Goods & Services - GA Market 11/28791639"",""postingID"":793559,""transactionTime"":1674031247523}}",,1679311565000,,
b3d8af47-2811-4df6-9719-7e9120d6b344,QA_Test1673872806,140793,2201104019684666068,1710505310430524820,debit-hold,500000,"""null""","""null""",RELEASED,574866,2023-01-16 12:40:06.885072+00:00,2023-01-16 12:40:06.885072+00:00,purchase,"{""place-hold"":{""remarks"":""Place Hold 1 Pos"",""postingID"":574866,""transactionTime"":1673872806535},""consume-hold"":{""remarks"":""Purchase clearance"",""postingID"":574867,""transactionTime"":1673872915376}}",,1679311565000,,
46fa3cae-93dc-4ef8-91cd-96b0ce299b21,test_cash_place_hold_oct13_1122aaaa111112311Jan11_31,140793,2201104019684666068,5753902685291066454,debit-hold,1,"""null""","""null""",RELEASED,793615,2023-01-18 14:53:40.553837+00:00,2023-01-18 14:53:40.553837+00:00,purchase,"{""place-hold"":{""remarks"":""purchase-hold for txn-id 12233-test11-remark-101"",""postingID"":793615,""transactionTime"":1674053620269},""consume-hold"":{""remarks"":""Nov23Test_01"",""postingID"":793616,""transactionTime"":1674053738363}}",,1679311565000,,
ebb68d7f-53af-4618-8f73-b40e200cb857,QA_Test1680083645,140793,4035248022331589538,5380412327091594003,debit-hold,1000000,"""null""","""null""",RELEASED,918106,2023-03-29 09:54:06.014255+00:00,2023-03-29 09:54:06.014255+00:00,cash,"{""place-hold"":{""remarks"":"" Goods & Services - GA Market 11/26931461"",""postingID"":918106,""transactionTime"":1680083645900},""consume-hold"":{""remarks"":""cash_remarks"",""postingID"":918107,""transactionTime"":1680083649121}}",,1680085219000,,
97393cea-35bb-4f1c-aa4a-76f45f37ce31,HoldTxn1674290340,140793,8856676763747829001,6968648153677021225,debit-hold,15023,"""null""","""null""",RELEASED,999499,2023-01-21 08:39:01.096868+00:00,2023-01-21 08:39:01.096868+00:00,purchase,"{""place-hold"":{""remarks"":""merchant txn"",""postingID"":999499,""transactionTime"":1674290340955},""consume-hold"":{""remarks"":""{{remarks}}"",""postingID"":999500,""transactionTime"":1674290368073}}",,1679311565000,,
5ea4afc1-ad38-4c05-b89c-4c080f0b4e32,QA_Test1679650693,140793,2201104019684666068,2772116840831708337,debit-hold,1000000,"""null""","""null""",RELEASED,334956,2023-03-24 09:38:14.595824+00:00,2023-03-24 09:38:14.595824+00:00,purchase,"{""place-hold"":{""remarks"":""Place Hold 1 Pos"",""postingID"":334956,""transactionTime"":1679650694224},""consume-hold"":{""remarks"":""Purchase clearance"",""postingID"":334957,""transactionTime"":1679650713415}}",,1679654172000,,
6bde6b59-8a1e-49ee-b1dd-67899feedf9a,HoldTxn1679631850,140793,4035248022331589538,2610445462204426753,debit-hold,1000000,"""null""","""null""",RELEASED,837688,2023-03-24 04:24:10.787518+00:00,2023-03-24 04:24:10.787518+00:00,purchase,"{""place-hold"":{""remarks"":""Backdated_repayment"",""postingID"":837688,""transactionTime"":1679631850640},""consume-hold"":{""remarks"":""Goods & Services - GA Market 11/25971423"",""postingID"":837690,""transactionTime"":1679631860964}}",,1679635647000,,
