id,ifi_id,account_holder_id,addresses,alternate_contact_details,label,status,is_default,attributes,created_at,updated_at,created_by,updated_by,_load_ts_ms,cdc_op,cdc_source_ts_ms,manual_validation_required
73578067-5d62-403d-9766-e1d336887ec7,140793,30e8c429-f5a0-4578-89a5-9c6f6ed02f4d,[],,vector_address,ENABLED,False,,2023-04-23 07:24:58.876000,2023-04-23 07:24:58.876000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493262000,d,1705482391046,
2ad91db6-acd9-41a5-95bc-14e6dfa21b43,600309,da00704b-8107-4e74-b65a-2dc89042e9f5,[],,vector_address,ENABLED,False,,2023-09-27 06:36:50.417000,2023-09-27 06:36:50.417000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/652,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/652,1705493262000,d,1705482411528,
f3b13dcf-8b05-4995-b53a-87efa89f91a8,600309,d9b07678-cbfe-4b8e-8a05-406522a722af,[],,vector_address,ENABLED,False,,2023-09-27 07:23:07.032000,2023-09-27 07:23:07.032000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/650,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/650,1705493262000,d,1705482411528,
ff1e5c3f-2149-4eb7-bd16-fa59c376cb50,600309,0ec891d6-0b87-4693-bca2-350196f53c3f,[],,vector_address,ENABLED,False,,2023-09-27 07:25:54.332000,2023-09-27 07:25:54.332000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/652,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/652,1705493262000,d,1705482411528,
f60ae597-e36b-48b6-bd13-6d616d7611ae,600309,e387e3d0-b10a-4adb-924c-275ca6316d0a,[],,vector_address,ENABLED,False,,2023-09-27 07:27:11.133000,2023-09-27 07:27:11.133000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/650,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/650,1705493262000,d,1705482411528,
292cf68d-abee-4ce7-b3e4-dc574f7a2ef1,600309,a48d7775-082c-4245-8631-434a589b2f22,[],,vector_address,ENABLED,False,,2023-10-16 13:23:32.507000,2023-10-16 13:23:32.507000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/740,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/740,1705493262000,d,1705482411528,
a03f5bfe-3017-4569-b4e2-780670c451b8,140793,8d0483ed-743b-4041-94d8-cd5e389d641a,[],,vector_address,ENABLED,False,,2021-10-21 15:02:16.549000,2021-10-21 15:02:16.549000,LyuYNngY8uOuXjaS0oE1Lw==@authProfile.rbl-admin.in/2,LyuYNngY8uOuXjaS0oE1Lw==@authProfile.rbl-admin.in/2,1705489253000,d,1705481266415,
2f4be4ba-3760-4825-bc43-827d5539f5f9,140793,2a720b44-4200-4adb-a552-70b7c01b617f,[],,vector_address,ENABLED,False,,2023-03-13 13:24:13.245000,2023-03-13 13:24:13.245000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493226000,d,1705482380455,
5193c73d-0a9f-4f5a-a336-84e7287f044c,140793,0d6497e4-12d9-4841-ad68-e28d95174153,[],,vector_address,ENABLED,False,,2023-03-24 09:15:55.183000,2023-03-24 09:15:55.183000,35hWwq0EJyHpQpR8A50C-g==@authProfile.rbl-admin.in/23,35hWwq0EJyHpQpR8A50C-g==@authProfile.rbl-admin.in/23,1705493226000,d,1705482380455,
d6c11791-35c4-4795-acb7-85b5c430d46d,140793,b7a395d2-44e2-43c9-9da8-40c73c2542d1,[],,vector_address,ENABLED,False,,2023-04-10 06:06:56.699000,2023-04-10 06:06:56.699000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493262000,d,1705482391046,
7232edd2-cca5-4d2a-b7cb-73a4d7d72a66,140793,6c308ca9-0d9a-4ee6-b174-58d7a70168a6,[],,vector_address,ENABLED,False,,2023-04-10 06:07:37.565000,2023-04-10 06:07:37.565000,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1705493262000,d,1705482391046,
91fe59eb-7d78-44ee-8047-56c77b520d9a,600309,005c4d11-cbbd-4344-b9d1-a2339d4c1dbf,[],,vector_address,ENABLED,False,,2023-09-27 07:26:14.327000,2023-09-27 07:26:14.327000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/650,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/650,1705493262000,d,1705482411528,
5def12cf-f60f-4c16-8ac5-bb8d096b0e41,600309,d9c41003-396b-4039-a762-0992636d11c6,[],,vector_address,ENABLED,False,,2023-09-29 04:49:30.768000,2023-09-29 04:49:30.768000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/660,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/660,1705493262000,d,1705482411528,
c0ae9e24-8ea8-4c0a-b3e4-0da3ba111b11,600309,5535f313-7d99-4e76-855c-501d2ec67d68,[],,vector_address,ENABLED,False,,2023-10-16 13:23:59.125000,2023-10-16 13:23:59.125000,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/740,i6t1bu6oGb0kyToL0XnPwA==@authProfile.600309-admin.India/740,1705493262000,d,1705482411528,
