ifi,account_holder_id,ledger_id,category,agg_type,agg_value,debits_value,debits_count,debits_reversed_value,debits_reversed_count,debits_reversed_uncaptured_value,debits_reversed_uncaptured_count,credits_value,credits_count,credits_reversed_value,credits_reversed_count,credits_reversed_uncaptured_value,credits_reversed_uncaptured_count,updated_at,forced_debits_value,forced_debits_count,forced_debits_reversed_value,forced_debits_reversed_count,forced_debits_reversed_uncaptured_value,forced_debits_reversed_uncaptured_count,forced_credits_value,forced_credits_count,forced_credits_reversed_value,forced_credits_reversed_count,forced_credits_reversed_uncaptured_value,forced_credits_reversed_uncaptured_count,account_group_scope,cycle_id,period_sequence_number,_load_ts_ms,cdc_source_ts_ms,cdc_op
140793,50026720-be90-4902-933b-2932936e5561,8852850073733322739,*,WEEK,2023-06-05,201,1,0,0,0,0,9651,1,0,0,0,0,2023-06-06 06:56:18.466984+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686034578590,
140793,50026720-be90-4902-933b-2932936e5561,2773360727874889106,*,WEEK,2023-06-05,253,1,0,0,0,0,9651,1,0,0,0,0,2023-06-06 06:56:18.677461+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686034578789,
140793,df4bac3a-ed6c-4a48-83dc-45a010044c12,2825380731807997481,*,WEEK,2023-06-05,1640,1,0,0,0,0,41757,1,0,0,0,0,2023-06-06 09:44:29.428061+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686044669589,
140793,a0b51229-4bbe-4a4d-8c97-2bd753c9e919,1578383979545129017,*,WEEK,2023-06-05,2917,1,0,0,0,0,92171,1,0,0,0,0,2023-06-06 09:44:29.509516+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686044669639,
140793,c2a8773f-7238-4628-a72b-9281709f7caa,7670574560052919688,*,MONTH,2023-06-01,3555,2,0,0,0,0,83514,2,0,0,0,0,2023-06-06 09:44:29.613675+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686044669726,
140793,30e8c429-f5a0-4578-89a5-9c6f6ed02f4d,7834540695967549056,*,YEAR,2023-01-01,517219,9,0,0,0,0,319757,8,0,0,0,0,2023-06-06 09:44:32.877891+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686044672995,
140793,47f6bd50-bde1-4bcc-aa99-ba21ef96d445,2408326064439590154,*,WEEK,2023-06-05,1640,1,0,0,0,0,41757,1,0,0,0,0,2023-06-06 09:44:37.381550+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686044677497,
140793,64a4bd98-ac64-47e0-a01e-525195220e55,8556693488546184671,*,DAY,2023-06-06,2917,1,0,0,0,0,92171,1,0,0,0,0,2023-06-06 09:44:40.090366+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686044680207,
140793,8f6a3cf8-8eba-4d2a-8e7a-81e457dbfc55,5226015696084665802,*,DAY,2023-06-06,427,1,0,0,0,0,62319,1,0,0,0,0,2023-06-06 14:22:59.575023+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686061379690,
140793,21ee91da-0b3d-4064-9cd1-2ee1c6987e28,7138184793493469428,*,WEEK,2023-06-05,1483,2,0,0,0,0,154490,2,0,0,0,0,2023-06-06 14:23:01.323247+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686061381440,
140793,21ee91da-0b3d-4064-9cd1-2ee1c6987e28,7138184793493469428,*,MONTH,2023-06-01,1483,2,0,0,0,0,154490,2,0,0,0,0,2023-06-06 14:23:01.323247+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686061381440,
140793,85d28f37-a858-4905-9ff7-d7f858f98c99,7938274190540612586,*,MONTH,2023-06-01,1483,2,0,0,0,0,154490,2,0,0,0,0,2023-06-06 14:23:07.381419+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686061387497,
140793,f2f1d57c-354c-4c62-8c9d-ead55138d2dd,5698132145383687354,*,YEAR,2023-01-01,10507137,9,0,0,0,0,6508734,8,0,0,0,0,2023-06-07 05:28:06.857678+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686115687130,
140793,dccff49a-1a19-40c0-9e92-d767cef08d56,4199408134091336240,*,DAY,2023-06-07,33193,1,0,0,0,0,843470,1,0,0,0,0,2023-06-07 05:28:07.073676+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686115687291,
140793,8c7546fc-0ea8-4f25-8e74-7778115bde7b,7099472426020323667,*,MONTH,2023-06-01,71941,2,0,0,0,0,1686940,2,0,0,0,0,2023-06-07 05:28:07.466223+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686115687662,
140793,8c7546fc-0ea8-4f25-8e74-7778115bde7b,7099472426020323667,*,YEAR,2023-01-01,10507137,9,0,0,0,0,6508734,8,0,0,0,0,2023-06-07 05:28:07.466223+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686115687662,
140793,395af85e-44be-4c90-9739-c644c8dddda2,6373171872021356545,*,MONTH,2023-06-01,218,2,0,0,0,0,50300,2,0,0,0,0,2023-06-07 05:28:07.854570+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686115688043,
140793,8c7546fc-0ea8-4f25-8e74-7778115bde7b,7125229728988178375,*,MONTH,2023-06-01,71941,2,0,0,0,0,1686940,2,0,0,0,0,2023-06-07 05:28:08.554408+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686115688764,
140793,8c7546fc-0ea8-4f25-8e74-7778115bde7b,7125229728988178375,*,YEAR,2023-01-01,10507137,9,0,0,0,0,6508734,8,0,0,0,0,2023-06-07 05:28:08.554408+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686115688764,
140793,50026720-be90-4902-933b-2932936e5561,1911321874797251535,*,MONTH,2023-06-01,351,2,0,0,0,0,19302,2,0,0,0,0,2023-06-15 08:16:28.553968+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686816988674,
140793,c37eb1bc-f946-46b6-8089-ba4201f0b848,5483821885784327553,*,DAY,2023-06-15,2725,1,0,0,0,0,83489,1,0,0,0,0,2023-06-15 08:16:37.443353+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686816997555,
140793,c37eb1bc-f946-46b6-8089-ba4201f0b848,5483821885784327553,*,WEEK,2023-06-12,2725,1,0,0,0,0,83489,1,0,0,0,0,2023-06-15 08:16:37.443353+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686816997555,
140793,c37eb1bc-f946-46b6-8089-ba4201f0b848,5483821885784327553,*,MONTH,2023-06-01,6004,2,0,0,0,0,166978,2,0,0,0,0,2023-06-15 08:16:37.443353+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686816997555,
140793,50026720-be90-4902-933b-2932936e5561,993148022536587148,*,DAY,2023-06-15,122,1,0,0,0,0,17583,1,0,0,0,0,2023-06-15 08:16:39.531339+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686816999647,
140793,50026720-be90-4902-933b-2932936e5561,3363674414911982546,*,DAY,2023-06-15,202,1,0,0,0,0,9651,1,0,0,0,0,2023-06-15 08:16:40.973467+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817001090,
140793,50026720-be90-4902-933b-2932936e5561,3363674414911982546,*,QUARTER,2023-04-01,102946,9,0,0,0,0,75341,8,0,0,0,0,2023-06-15 08:16:40.973467+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817001090,
140793,c1ca7171-2b9f-4618-830b-2eb7be87c0df,3748641405117394687,*,DAY,2023-06-15,1593,1,0,0,0,0,151794,1,0,0,0,0,2023-06-15 08:16:41.360928+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817001475,
140793,50026720-be90-4902-933b-2932936e5561,3949156393925647975,*,DAY,2023-06-15,122,1,0,0,0,0,17583,1,0,0,0,0,2023-06-15 08:16:41.450293+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817001571,
140793,50026720-be90-4902-933b-2932936e5561,3949156393925647975,*,WEEK,2023-06-12,122,1,0,0,0,0,17583,1,0,0,0,0,2023-06-15 08:16:41.450293+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817001571,
140793,50026720-be90-4902-933b-2932936e5561,3949156393925647975,*,MONTH,2023-06-01,278,2,0,0,0,0,35166,2,0,0,0,0,2023-06-15 08:16:41.450293+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817001571,
140793,50026720-be90-4902-933b-2932936e5561,3949156393925647975,*,YEAR,2023-01-01,201926,10,0,0,0,0,156636,9,0,0,0,0,2023-06-15 08:16:41.450293+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817001571,
140793,50026720-be90-4902-933b-2932936e5561,7679594945536886805,*,DAY,2023-06-15,150,1,0,0,0,0,9651,1,0,0,0,0,2023-06-15 08:16:43.453460+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817003599,
140793,50026720-be90-4902-933b-2932936e5561,7679594945536886805,*,WEEK,2023-06-12,150,1,0,0,0,0,9651,1,0,0,0,0,2023-06-15 08:16:43.453460+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817003599,
140793,50026720-be90-4902-933b-2932936e5561,7679594945536886805,*,MONTH,2023-06-01,351,2,0,0,0,0,19302,2,0,0,0,0,2023-06-15 08:16:43.453460+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817003599,
140793,50026720-be90-4902-933b-2932936e5561,7679594945536886805,*,QUARTER,2023-04-01,102630,10,0,0,0,0,84603,9,0,0,0,0,2023-06-15 08:16:43.453460+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817003599,
140793,50026720-be90-4902-933b-2932936e5561,7679594945536886805,*,YEAR,2023-01-01,102630,10,0,0,0,0,84603,9,0,0,0,0,2023-06-15 08:16:43.453460+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817003599,
140793,50026720-be90-4902-933b-2932936e5561,8852850073733322739,*,WEEK,2023-06-12,150,1,0,0,0,0,9651,1,0,0,0,0,2023-06-15 08:16:44.032788+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817004141,
140793,50026720-be90-4902-933b-2932936e5561,2773360727874889106,*,WEEK,2023-06-12,202,1,0,0,0,0,9651,1,0,0,0,0,2023-06-15 08:16:45.121490+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817005310,
140793,50026720-be90-4902-933b-2932936e5561,2773360727874889106,*,MONTH,2023-06-01,455,2,0,0,0,0,19302,2,0,0,0,0,2023-06-15 08:16:45.121490+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817005310,
140793,50026720-be90-4902-933b-2932936e5561,3154741017183767945,*,DAY,2023-06-15,122,1,0,0,0,0,17583,1,0,0,0,0,2023-06-15 08:16:45.452882+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686817005568,
140793,47f6bd50-bde1-4bcc-aa99-ba21ef96d445,2408326064439590154,*,WEEK,2023-05-29,4103,2,0,0,0,0,83514,2,0,0,0,0,2023-06-01 10:23:56.219660+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685615036361,
140793,ee844641-f92f-49f3-94e1-8b2abc6167c1,1864863281819735583,*,DAY,2023-06-01,38681,1,0,0,0,0,843470,1,0,0,0,0,2023-06-01 10:23:56.372188+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685615036547,
140793,64a4bd98-ac64-47e0-a01e-525195220e55,8556693488546184671,*,DAY,2023-06-01,500493,2,0,0,0,0,77872,1,0,0,0,0,2023-06-01 10:24:02.258381+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685615042381,
140793,bbfbdb6b-bde2-430b-bc13-603b964ec9f7,2953174940096785388,*,DAY,2023-06-01,500493,2,0,0,0,0,77872,1,0,0,0,0,2023-06-01 10:24:03.563701+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685615043696,
140793,caf56a45-cc11-4d01-ad1d-a81b59425825,3313300091982954416,*,WEEK,2023-05-29,4103,2,0,0,0,0,83514,2,0,0,0,0,2023-06-01 10:24:03.696740+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685615043826,
140793,8f6a3cf8-8eba-4d2a-8e7a-81e457dbfc55,5226015696084665802,*,DAY,2023-06-05,1056,1,0,0,0,0,92171,1,0,0,0,0,2023-06-05 11:13:15.818356+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685963595935,
140793,8c7546fc-0ea8-4f25-8e74-7778115bde7b,7099472426020323667,*,DAY,2023-06-05,38748,1,0,0,0,0,843470,1,0,0,0,0,2023-06-05 13:38:22.133404+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685972302784,
140793,c37eb1bc-f946-46b6-8089-ba4201f0b848,5483821885784327553,*,DAY,2023-06-06,3279,1,0,0,0,0,83489,1,0,0,0,0,2023-06-06 06:56:06.392858+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686034566517,
140793,50026720-be90-4902-933b-2932936e5561,2773360727874889106,*,DAY,2023-06-06,253,1,0,0,0,0,9651,1,0,0,0,0,2023-06-06 06:56:18.677461+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686034578789,
140793,df4bac3a-ed6c-4a48-83dc-45a010044c12,2825380731807997481,*,DAY,2023-06-06,1640,1,0,0,0,0,41757,1,0,0,0,0,2023-06-06 09:44:29.428061+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686044669589,
140793,c2a8773f-7238-4628-a72b-9281709f7caa,7670574560052919688,*,DAY,2023-06-06,1640,1,0,0,0,0,41757,1,0,0,0,0,2023-06-06 09:44:29.613675+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686044669726,
140793,c2a8773f-7238-4628-a72b-9281709f7caa,7670574560052919688,*,QUARTER,2023-04-01,517219,9,0,0,0,0,319757,8,0,0,0,0,2023-06-06 09:44:29.613675+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686044669726,
140793,30e8c429-f5a0-4578-89a5-9c6f6ed02f4d,7834540695967549056,*,WEEK,2023-06-05,1640,1,0,0,0,0,41757,1,0,0,0,0,2023-06-06 09:44:32.877891+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686044672995,
140793,21d82182-809a-4fbf-bb0a-d1a3f39240a3,1453943853658201830,*,DAY,2023-06-06,1056,1,0,0,0,0,92171,1,0,0,0,0,2023-06-06 09:44:33.706363+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686044673818,
140793,caf56a45-cc11-4d01-ad1d-a81b59425825,3313300091982954416,*,DAY,2023-06-06,1640,1,0,0,0,0,41757,1,0,0,0,0,2023-06-06 09:44:34.790765+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686044675194,
140793,7887fa76-8607-4dfe-a86d-4d63f9d37224,3862986482320186204,*,DAY,2023-06-06,33126,1,0,0,0,0,843470,1,0,0,0,0,2023-06-06 09:44:35.981724+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686044676119,
140793,47f6bd50-bde1-4bcc-aa99-ba21ef96d445,2408326064439590154,*,DAY,2023-06-06,1640,1,0,0,0,0,41757,1,0,0,0,0,2023-06-06 09:44:37.381550+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686044677497,
140793,8f6a3cf8-8eba-4d2a-8e7a-81e457dbfc55,5226015696084665802,*,QUARTER,2023-04-01,508875,7,0,0,0,0,508875,6,0,0,0,0,2023-06-06 14:22:59.575023+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686061379690,
140793,21ee91da-0b3d-4064-9cd1-2ee1c6987e28,7138184793493469428,*,DAY,2023-06-06,427,1,0,0,0,0,62319,1,0,0,0,0,2023-06-06 14:23:01.323247+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686061381440,
140793,85d28f37-a858-4905-9ff7-d7f858f98c99,7938274190540612586,*,DAY,2023-06-06,427,1,0,0,0,0,62319,1,0,0,0,0,2023-06-06 14:23:07.381419+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686061387497,
140793,85d28f37-a858-4905-9ff7-d7f858f98c99,7938274190540612586,*,WEEK,2023-06-05,1483,2,0,0,0,0,154490,2,0,0,0,0,2023-06-06 14:23:07.381419+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686061387497,
140793,f2f1d57c-354c-4c62-8c9d-ead55138d2dd,5698132145383687354,*,WEEK,2023-06-05,71941,2,0,0,0,0,1686940,2,0,0,0,0,2023-06-07 05:28:06.857678+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686115687130,
140793,f2f1d57c-354c-4c62-8c9d-ead55138d2dd,5698132145383687354,*,QUARTER,2023-04-01,10507137,9,0,0,0,0,6508734,8,0,0,0,0,2023-06-07 05:28:06.857678+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686115687130,
140793,8c7546fc-0ea8-4f25-8e74-7778115bde7b,7099472426020323667,*,QUARTER,2023-04-01,10507137,9,0,0,0,0,6508734,8,0,0,0,0,2023-06-07 05:28:07.466223+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686115687662,
140793,8c7546fc-0ea8-4f25-8e74-7778115bde7b,7125229728988178375,*,QUARTER,2023-04-01,10507137,9,0,0,0,0,6508734,8,0,0,0,0,2023-06-07 05:28:08.554408+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686115688764,
140793,a0b51229-4bbe-4a4d-8c97-2bd753c9e919,1578383979545129017,*,WEEK,2023-05-29,500493,2,0,0,0,0,77872,1,0,0,0,0,2023-06-01 10:23:56.122959+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685615036258,
140793,c2a8773f-7238-4628-a72b-9281709f7caa,7670574560052919688,*,WEEK,2023-05-29,4103,2,0,0,0,0,83514,2,0,0,0,0,2023-06-01 10:23:56.497096+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685615036621,
140793,df4bac3a-ed6c-4a48-83dc-45a010044c12,2825380731807997481,*,DAY,2023-06-01,1915,1,0,0,0,0,41757,1,0,0,0,0,2023-06-01 10:23:56.979850+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685615037099,
140793,30e8c429-f5a0-4578-89a5-9c6f6ed02f4d,7834540695967549056,*,DAY,2023-06-01,1915,1,0,0,0,0,41757,1,0,0,0,0,2023-06-01 10:23:57.542230+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685615037664,
140793,64a4bd98-ac64-47e0-a01e-525195220e55,8556693488546184671,*,WEEK,2023-05-29,500493,2,0,0,0,0,77872,1,0,0,0,0,2023-06-01 10:24:02.258381+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685615042381,
140793,21d82182-809a-4fbf-bb0a-d1a3f39240a3,1453943853658201830,*,WEEK,2023-05-29,3982,2,0,0,0,0,184342,2,0,0,0,0,2023-06-01 10:24:02.849332+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685615042964,
140793,bbfbdb6b-bde2-430b-bc13-603b964ec9f7,2953174940096785388,*,WEEK,2023-05-29,500493,2,0,0,0,0,77872,1,0,0,0,0,2023-06-01 10:24:03.563701+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685615043696,
140793,7887fa76-8607-4dfe-a86d-4d63f9d37224,3862986482320186204,*,DAY,2023-06-01,38681,1,0,0,0,0,843470,1,0,0,0,0,2023-06-01 10:24:03.773064+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685615043895,
140793,dccff49a-1a19-40c0-9e92-d767cef08d56,4199408134091336240,*,DAY,2023-06-05,38748,1,0,0,0,0,843470,1,0,0,0,0,2023-06-05 13:38:23.853240+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685972304375,
140793,fcd1fb34-35ed-4e4a-bd5e-d1e8d2ab7cb9,6395267493912288767,*,DAY,2023-06-05,38748,1,0,0,0,0,843470,1,0,0,0,0,2023-06-05 13:38:24.088208+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1685972304654,
140793,c1ca7171-2b9f-4618-830b-2eb7be87c0df,3748641405117394687,*,DAY,2023-06-06,1884,1,0,0,0,0,151794,1,0,0,0,0,2023-06-06 06:56:06.067773+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686034566246,
140793,50026720-be90-4902-933b-2932936e5561,3363674414911982546,*,DAY,2023-06-06,253,1,0,0,0,0,9651,1,0,0,0,0,2023-06-06 06:56:06.253738+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686034566472,
140793,50026720-be90-4902-933b-2932936e5561,3363674414911982546,*,WEEK,2023-06-05,253,1,0,0,0,0,9651,1,0,0,0,0,2023-06-06 06:56:06.253738+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686034566472,
140793,c37eb1bc-f946-46b6-8089-ba4201f0b848,5483821885784327553,*,WEEK,2023-06-05,3279,1,0,0,0,0,83489,1,0,0,0,0,2023-06-06 06:56:06.392858+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686034566517,
140793,50026720-be90-4902-933b-2932936e5561,993148022536587148,*,WEEK,2023-06-05,156,1,0,0,0,0,17583,1,0,0,0,0,2023-06-06 06:56:08.657739+00:00,0,0,0,0,0,0,0,0,0,0,0,0,ACCOUNT,-1,-1,1687954690000,1686034568777,
