rate_id,amount_tiers,currency,description,name,rate_specification_code,status,tenant_id,valid_from,valid_till,version,created_at,updated_at,id,_load_ts_ms,cdc_source_ts_ms,cdc_op
186,"[{""toAmount"":100000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":45.0}]},{""toAmount"":900000,""fromAmount"":100001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":40.0}]}]",INR,CASH_GEN_COUP1 description,CASH_GEN_COUP1,CASH1663680365054,ACTIVE,140793,2010-01-01,2031-12-01,1,2022-09-20 13:26:08.493000,2022-09-20 13:26:08.493000,31623ca1-971f-4aad-bf42-88edf1911239,1687935872000,1687773038881,
627,"[{""toAmount"":9223372036854775807,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":100,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":8.0}]}]",INR,Cash Advance Rate interest,Cash Advance Rate Interest,IRTIN000002,ACTIVE,600309,2021-04-01,2030-03-31,5,2023-06-10 17:55:42.772000,2023-06-10 17:55:42.772000,31bca57c-e7c3-483a-a648-3d70d8aeafe6,1687935872000,1687773038881,
78,"[{""toAmount"":10000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":42.0}]},{""toAmount"":9999999999,""fromAmount"":10001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":45.0}]}]",INR,string,string,CASHINTERESTSILVERCARD,ACTIVE,172097,2019-01-01,2035-12-31,5,1970-01-01 00:00:00,1970-01-01 00:00:00,3399dcb1-393c-4c74-bdbc-69608ff17730,1687935872000,1687773038881,
252,"[{""toAmount"":100000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":45.0}]},{""toAmount"":900000,""fromAmount"":100001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":40.0}]}]",INR,CASH_GEN_COUP1 description,CASH_GEN_COUP1,CASH1663705132635,ACTIVE,140793,2010-01-01,2031-12-01,1,2022-09-20 20:18:55.805000,2022-09-20 20:18:55.805000,65cbafc7-da23-469c-9229-32945c5ef3e1,1687935872000,1687773038883,
76,"[{""toAmount"":10000,""fromAmount"":5001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":35.0}]},{""toAmount"":99999999,""fromAmount"":10001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":38.0}]},{""toAmount"":5000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":38.0}]}]",INR,string,string,ECOMINTERESTSILVERCARD,ACTIVE,172097,2020-01-01,2075-12-31,3,1970-01-01 00:00:00,1970-01-01 00:00:00,055a1df2-af09-4746-b99b-1802257e1f1a,1687935872000,1687773038878,
144,"[{""toAmount"":999999999999,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":1,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":4399999999999.2}]}]",INR,Interest rate specification for Indigo 6E product,Indigo 6E interest rate specification,CASHINTERESTSILVERCARD_001_rajat_test_12,ACTIVE,140793,2000-01-15,2099-12-31,1,2022-04-18 11:36:19.042000,2022-04-18 11:36:19.042000,05af54b6-b7c4-4c76-9271-80ccd194ddf3,1687935872000,1687773038878,
685,"[{""toAmount"":9223372036854775807,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":100,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":6.0}]}]",INR,SCRA Rate interest,SCRA Rate Interest,IRTIN000001,ACTIVE,600309,2021-04-01,2030-03-31,31,2023-06-10 17:52:17.454000,2023-06-10 17:52:17.454000,086c1727-487e-499a-b8b7-b2dd6cbf106d,1687935872000,1687773038878,
361,"[{""toAmount"":999999999999,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":0.0}]}]",INR,Interest rate specification for Credit Card Product,Credit Card interest rate specification,default_interest_rate_spec,ACTIVE,140793,2010-01-01,2122-03-29,1,2023-01-25 09:18:31.147000,2023-02-03 01:51:37.173000,09c7b758-fb87-4243-a7ef-e48007d87448,1687935872000,1687773038879,
303,"[{""toAmount"":100000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":45.0}]},{""toAmount"":900000,""fromAmount"":100001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":40.0}]}]",INR,CASH_GEN_COUP1 description,ECOM_GEN_COUP1,ECOM1664134431179,ACTIVE,140793,2010-01-01,2031-12-01,1,2022-09-25 19:34:02.430000,2022-09-25 19:34:02.430000,0a36606a-f8bd-4ad4-b4a8-0182b30ef6a4,1687935872000,1687773038879,
354,"[{""toAmount"":100000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":6.0}]},{""toAmount"":900000,""fromAmount"":100001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":7.0}]},{""toAmount"":999999999,""fromAmount"":900001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":8.0}]}]",INR,MCC_RATE_5142 description,MCC_RATE_5142,MCC_RATE_5142,ACTIVE,140793,2000-01-01,2100-01-01,2,2022-08-30 08:43:39.772000,2022-08-30 08:43:39.772000,1b07e706-af9c-424b-ba98-d8e764b5523c,1687935872000,1687773038879,
176,"[{""toAmount"":100000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":45.0}]},{""toAmount"":900000,""fromAmount"":100001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":40.0}]}]",INR,CASH_GEN_COUP1 description,CASH_GEN_COUP1,CASH_RATE_CASH1663667992167,ACTIVE,140793,2010-01-01,2031-12-01,1,2022-09-20 09:59:52.910000,2022-09-20 09:59:52.910000,1e1f9b98-7275-4300-bf62-9d1e3d720868,1687935872000,1687773038880,
663,"[{""toAmount"":9223372036854775807,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":100,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":8.0}]}]",INR,Cash Advance Rate interest,Cash Advance Rate Interest,IRTIN000002,ACTIVE,600309,2021-04-01,2030-03-31,14,2023-06-10 17:55:42.772000,2023-06-10 17:55:42.772000,3d0de026-1ff5-4be9-a7fd-0dd3de8b1bc7,1687935872000,1687773038881,
739,"[{""toAmount"":9223372036854775807,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":100,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":7.5}]}]",INR,Retail Purchase Rate interest,Retail Purchase Rate Interest,IRTIN000001,ACTIVE,600309,2021-04-01,2030-03-31,52,2023-06-10 17:52:17.454000,2023-06-10 17:52:17.454000,41fbae7b-4d03-4ab5-ac8b-7d53012d2302,1687935872000,1687773038881,
214,"[{""toAmount"":100000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":45.0}]},{""toAmount"":900000,""fromAmount"":100001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":40.0}]}]",INR,CASH_GEN_COUP1 description,CASH_GEN_COUP1,CASH1663683415966,ACTIVE,140793,2010-01-01,2031-12-01,1,2022-09-20 14:16:59.258000,2022-09-20 14:16:59.258000,485f23b2-ddc6-4b99-9684-b95d690adbb9,1687935872000,1687773038881,
351,"[{""toAmount"":100000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":6.0}]},{""toAmount"":900000,""fromAmount"":100001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":7.0}]},{""toAmount"":999999999,""fromAmount"":900001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":8.0}]}]",INR,TM_RATE_5142 description,TM_RATE_5142,TM_RATE_5142,ACTIVE,140793,2000-01-01,2100-01-01,1,2022-11-23 13:21:21.365000,2022-11-23 13:21:21.365000,486acaca-7246-453f-b63e-257af494ef13,1687935872000,1687773038881,
131,"[{""toAmount"":9999999999,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":0,""months"":200},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":38.0}]}]",INR,TempInteresECOMINTERESTSILVERCARDtRatesGold description,ECOMINTERESTSILVEssssRdCARsDs,ECOMINTERESTSsILVEssssRdCARDss,ACTIVE,140793,2020-01-01,2030-01-01,1,2022-02-18 09:55:08.615000,2022-02-18 09:55:08.615000,48c10491-9957-42fc-b60e-0496394bdc15,1687935872000,1687773038881,
256,"[{""toAmount"":100000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":45.0}]},{""toAmount"":900000,""fromAmount"":100001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":40.0}]}]",INR,CASH_GEN_COUP1 description,CASH_GEN_COUP1,CASH1663753058290,ACTIVE,140793,2010-01-01,2031-12-01,1,2022-09-21 09:37:42.925000,2022-09-21 09:37:42.925000,49db9a8e-cf35-4ab9-9e86-f38438719d7d,1687935872000,1687773038882,
184,"[{""toAmount"":100000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":45.0}]},{""toAmount"":900000,""fromAmount"":100001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":40.0}]}]",INR,CASH_GEN_COUP1 description,CASH_GEN_COUP1,CASH1663680308651,ACTIVE,140793,2010-01-01,2031-12-01,1,2022-09-20 13:25:12.660000,2022-09-20 13:25:12.660000,4de8fc67-d628-4c07-b40c-ef52545a543e,1687935872000,1687773038882,
24,"[{""toAmount"":9999999999,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0}}]}]",INR,string,string,LO_ECOMINTERESTSILVERCARD,ACTIVE,172097,2019-01-01,2030-12-31,1,1970-01-01 00:00:00,1970-01-01 00:00:00,4e5a4fe9-f7d9-4a27-bcf7-dba910bd98fc,1687935872000,1687773038882,
652,"[{""toAmount"":9223372036854775807,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":100,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":0.0}]}]",INR,Zero Rate interest,Zero Rate Interest,IRTIN000000,ACTIVE,600309,2021-04-01,2030-03-31,11,2023-06-10 17:47:52.265000,2023-06-10 17:47:52.265000,4f316f23-ee8d-4799-933a-490c9fc698b9,1687935872000,1687773038882,
117,"[{""toAmount"":99999999,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":43.2}]}]",INR,Temp InterestRate For HDFC Beta Testing at Dev,TEMPINTERESTRATEHDFCBETADEVxx,TEMPINTERESTRATEHDFCBETADEVxx,ACTIVE,140793,2021-01-01,2023-01-28,1,2022-01-12 10:17:50.884000,2022-01-12 10:17:50.884000,4fbc8efd-6ac5-41c5-92bd-b1eb7b33b405,1687935872000,1687773038882,
682,"[{""toAmount"":9223372036854775807,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":100,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":7.5}]}]",INR,Retail Purchase Rate interest,Retail Purchase Rate Interest,IRTIN000001,ACTIVE,600309,2021-04-01,2030-03-31,29,2023-06-10 17:52:17.454000,2023-06-10 17:52:17.454000,538f0840-f2f1-4383-a660-871e0eb59c40,1687935872000,1687773038882,
275,"[{""toAmount"":100000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":45.0}]},{""toAmount"":900000,""fromAmount"":100001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":40.0}]}]",INR,CASH_GEN_COUP1 description,ECOM_GEN_COUP1,ECOM1663870879076,ACTIVE,140793,2010-01-01,2031-12-01,1,2022-09-22 18:21:22.120000,2022-09-22 18:21:22.120000,54d79a18-3af3-491e-a821-71b1fd896249,1687935872000,1687773038882,
639,"[{""toAmount"":9223372036854775807,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":100,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":7.5}]}]",INR,Retail Purchase Rate interest,Retail Purchase Rate Interest,IRTIN000001,ACTIVE,600309,2021-04-01,2030-03-31,11,2023-06-10 17:52:17.454000,2023-06-10 17:52:17.454000,59fe0424-92bb-43fa-9db0-a41a7a05cc54,1687935872000,1687773038882,
317,"[{""toAmount"":100000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":45.0}]},{""toAmount"":900000,""fromAmount"":100001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":40.0}]}]",INR,CASH_GEN_COUP1 description,ECOM_GEN_COUP1,ECOM1664354430745,ACTIVE,140793,2010-01-01,2031-12-01,1,2022-09-28 08:40:40.663000,2022-09-28 08:40:40.663000,5cc156b6-6d20-4b20-98ab-582f32626370,1687935872000,1687773038882,
725,"[{""toAmount"":9223372036854775807,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":100,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":8.0}]}]",INR,Cash Advance Rate interest,Cash Advance Rate Interest,IRTIN000002,ACTIVE,600309,2021-04-01,2030-03-31,29,2023-06-10 17:55:42.772000,2023-06-10 17:55:42.772000,5deda5bf-4e09-4f54-acaf-c3bc134edfae,1687935872000,1687773038882,
732,"[{""toAmount"":9223372036854775807,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":100,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":8.0}]}]",INR,Cash Advance Rate interest,Cash Advance Rate Interest,IRTIN000002,ACTIVE,600309,2021-04-01,2030-03-31,31,2023-06-10 17:55:42.772000,2023-06-10 17:55:42.772000,5e83ba33-df88-4486-b0a6-71adeda4573c,1687935872000,1687773038882,
347,"[{""toAmount"":100000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":12.0}]},{""toAmount"":900000,""fromAmount"":100001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":15.0}]},{""toAmount"":100000000,""fromAmount"":900001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":18.0}]}]",INR,TM_MCC_RATE_5143 description,TM_MCC_RATE_5143,TM_MCC_RATE_5143,ACTIVE,140793,2000-01-01,2100-01-01,3,2022-11-23 11:30:28.760000,2022-11-23 11:30:28.760000,62b2c1a9-b26b-4cb1-aaa4-9d69e18e404c,1687935872000,1687773038882,
612,"[{""toAmount"":99999999,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":1000,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":7.5}]}]",INR,Retail retail Interest rate specification for LSG,LSG retail interest rate specification,IRTIN000001,ACTIVE,600309,2010-01-01,9999-01-01,1,2023-06-10 17:52:17.454000,2023-06-10 17:52:17.454000,64976628-559a-4dde-9ae4-7dfc3e0bfa85,1687935872000,1687773038883,
711,"[{""toAmount"":9223372036854775807,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":100,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":7.5}]}]",INR,Retail Purchase Rate interest,Retail Purchase Rate Interest,IRTIN000001,ACTIVE,600309,2021-04-01,2030-03-31,41,2023-06-10 17:52:17.454000,2023-06-10 17:52:17.454000,897e5d15-2a4f-4186-89ad-64e28c70895b,1687935872000,1687773038884,
672,"[{""toAmount"":9223372036854775807,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":100,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":0.0}]}]",INR,Zero Rate interest,Zero Rate Interest,IRTIN000000,ACTIVE,600309,2021-04-01,2030-03-31,16,2023-06-10 17:47:52.265000,2023-06-10 17:47:52.265000,89e8bdbc-c42c-4a0a-b018-86bb12327e98,1687935872000,1687773038884,
285,"[{""toAmount"":100000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":45.0}]},{""toAmount"":900000,""fromAmount"":100001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":40.0}]}]",INR,CASH_GEN_COUP1 description,ECOM_GEN_COUP1,ECOM1663911484494,ACTIVE,140793,2010-01-01,2031-12-01,1,2022-09-23 05:38:06.869000,2022-09-23 05:38:06.869000,8a711047-f4f9-4f28-9c53-8c2ccb1f169f,1687935872000,1687773038884,
4,"[{""toAmount"":10000,""fromAmount"":5001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":35.0}]},{""toAmount"":99999999,""fromAmount"":10001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":38.0}]},{""toAmount"":5000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":38.0}]}]",INR,ECOMINTERESTSILVERCARD description,ECOMINTERESTSILVERCARD,ECOMINTERESTSILVERCARD,ACTIVE,140793,2019-01-01,2030-01-01,1,2022-01-27 13:26:33.295000,2022-01-27 13:26:33.295000,8f75f84e-65e0-4b9e-b1d3-8d601e67bfd2,1687935872000,1687773038884,
305,"[{""toAmount"":100000,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":45.0}]},{""toAmount"":900000,""fromAmount"":100001,""tenureTier"":[{""toTenure"":{""days"":0,""years"":200,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":40.0}]}]",INR,CASH_GEN_COUP1 description,ECOM_GEN_COUP1,ECOM1664134619620,ACTIVE,140793,2010-01-01,2031-12-01,1,2022-09-25 19:37:10.426000,2022-09-25 19:37:10.426000,91f5d901-2ac4-44f3-8252-19641c29b5ab,1687935872000,1687773038884,
696,"[{""toAmount"":9223372036854775807,""fromAmount"":0,""tenureTier"":[{""toTenure"":{""days"":0,""years"":100,""months"":0},""fromTenure"":{""days"":0,""years"":0,""months"":0},""interestRate"":6.0}]}]",INR,SCRA Rate interest,SCRA Rate Interest,IRTIN000001,ACTIVE,600309,2021-04-01,2030-03-31,36,2023-06-10 17:52:17.454000,2023-06-10 17:52:17.454000,97a9e0e1-d09d-46b3-85c6-e0ee15506f09,1687935872000,1687773038884,
