tenant_id,coa_id,product_id,ledger_id,account_id,transaction_id,request_id,amount_paid,posting_category_attributions,remarks,transaction_time,state,created_at,created_by,updated_at,updated_by,id,status,payment_mode,channel_code,external_reference_number,repayment_attributes,reject_attributes,reversal_attributes,reject_reason_code,reversal_reason_code,repayment_book_time,repayment_value_time,reversal_book_time,reversal_value_time,reject_book_time,reject_value_time,state_transition,reversal_remarks,_load_ts_ms,cdc_op,cdc_source_ts_ms
600309,,,,87033268-1613-4c7a-9fe6-c691e0abbdb3,,TEST_113,"{""amount"":100,""currency"":""USD""}",,Repayment for Mar 2006 Statement,,,2023-11-24 14:27:54.120881+00:00,,2023-11-24 14:27:54.120881+00:00,,43afb3dd-de1e-4076-a8d1-4d14e16360fe,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-04-11 07:00:00+00:00,2006-04-11 07:00:00+00:00,,,,,,,1702639194000,r,1702634284073
600309,,,,87033268-1613-4c7a-9fe6-c691e0abbdb3,,TEST_109,"{""amount"":100,""currency"":""USD""}",,Repayment for Mar 2006 Statement,,,2023-11-24 14:15:53.837141+00:00,,2023-11-24 14:15:54.412557+00:00,,48317932-9508-4a91-ba01-9eecf64342ed,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-04-11 07:00:00+00:00,2006-04-11 07:00:00+00:00,,,,,,,1702639194000,r,1702634284073
600309,,,,87033268-1613-4c7a-9fe6-c691e0abbdb3,,TEST_108,"{""amount"":100,""currency"":""USD""}",,Repayment for Mar 2006 Statement,,,2023-11-24 14:15:45.382271+00:00,,2023-11-24 14:15:47.468234+00:00,,6ef3f574-e294-477a-ad16-0387bdc582bb,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-04-11 07:00:00+00:00,2006-04-11 07:00:00+00:00,,,,,,,1702639194000,r,1702634284073
600309,,,,87033268-1613-4c7a-9fe6-c691e0abbdb3,,TEST_110,"{""amount"":100,""currency"":""USD""}",,Repayment for Mar 2006 Statement,,,2023-11-24 14:19:46.394132+00:00,,2023-11-24 14:19:48.146648+00:00,,b80ae673-98cf-46e3-8feb-52826f520055,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-04-11 07:00:00+00:00,2006-04-11 07:00:00+00:00,,,,,,,1702639194000,r,1702634284074
600309,,,,87033268-1613-4c7a-9fe6-c691e0abbdb3,,TEST_116,"{""amount"":100,""currency"":""USD""}",,Repayment for Mar 2006 Statement,,,2023-11-24 15:53:43.284101+00:00,,2023-11-24 15:53:43.284101+00:00,,ba673d21-4498-4094-b3ab-d4da133d0d5c,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-04-11 07:00:00+00:00,2006-04-11 07:00:00+00:00,,,,,,,1702639194000,r,1702634284074
600309,,,,0c37f47f-3cf4-4ede-b9d8-a13cb2cca8b6,,random-26,"{""amount"":10,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-13 13:10:25.705354+00:00,,2023-11-13 13:10:25.705354+00:00,,105b3acb-687f-4699-a148-f7c8864df7d5,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-03-16 08:00:00+00:00,2020-07-29 07:00:00+00:00,,,,,,,1702639194000,r,1702634284094
600309,,,,4870a3d6-cafc-4ea0-b32f-b3146f13ca6d,,random-27,"{""amount"":10,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-13 13:16:00.379649+00:00,,2023-11-13 13:16:00.379649+00:00,,249f06c3-1979-4ac3-9859-bae5bc805fe8,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-03-16 08:00:00+00:00,2020-07-29 07:00:00+00:00,,,,,,,1702639194000,r,1702634284094
600309,,,,4870a3d6-cafc-4ea0-b32f-b3146f13ca6d,,abhi-102,"{""amount"":10,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-13 06:26:09.166520+00:00,,2023-11-13 06:26:10.109586+00:00,,cf1d9cb1-e387-48ed-a446-a5aad5a487d7,REPAYMENT_FAILED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-03-15 08:00:00+00:00,2020-07-29 07:00:00+00:00,,,,,,,1702639194000,r,1702634284095
600309,,,,935dfb25-76cf-4092-85db-626b41a56b96,,TEST_1702352214,"{""amount"":163437,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-13 13:11:55.227744+00:00,,2023-12-13 14:06:07.258630+00:00,,2753eabf-22f0-4916-980e-b87c2dcd4a5b,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-11 07:00:00+00:00,2006-05-12 07:00:00+00:00,2006-05-12 07:00:00+00:00,2006-05-12 07:00:00+00:00,,,,,1702639194000,r,1702634284116
600309,,,,b5e00352-a1ea-4c94-ad42-5e86cf169f53,,TEST_123,"{""amount"":1000,""currency"":""USD""}",,Repayment Reversals testing,,,2023-11-28 07:17:37.930785+00:00,,2023-12-05 06:17:07.804414+00:00,,58606ac8-afb0-4714-ac97-3e8147d7299c,REVERSAL_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-04-14 07:00:00+00:00,2006-04-14 07:00:00+00:00,2006-04-25 07:00:00+00:00,2006-04-25 07:00:00+00:00,,,,,1702639194000,r,1702634284137
600309,,,,6461f5fa-540e-4630-9fbd-5ed440465528,,bb1a7185-25c6-4185-Nov-14-1700046357,"{""amount"":1000,""currency"":""USD""}",,Repayment for Jan 2023 Statement,,,2023-11-15 11:06:58.390743+00:00,,2023-11-15 11:06:59.419654+00:00,,3595e330-3d3b-44ca-8f54-2cd69a8b2246,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-03-22 08:00:00+00:00,2006-03-22 08:00:00+00:00,,,,,,,1702639194000,r,1702634284187
600309,,,,a2526d17-1f7a-41fb-a036-8c388559b84a,,testing-dfgsdfg-112AWZEA31qm6,"{""amount"":400,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-12-04 09:40:23.256779+00:00,,2023-12-04 09:53:04.455884+00:00,,601325a3-1111-4f4d-88ca-0ac138385d44,REVERSAL_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-04-25 07:00:00+00:00,2006-04-25 07:00:00+00:00,2006-04-25 07:00:00+00:00,2006-04-25 07:00:00+00:00,,,,,1702639194000,r,1702634284237
600309,,,,a2526d17-1f7a-41fb-a036-8c388559b84a,,testing-dfgsdfg-112AWZEA31qm5,"{""amount"":400,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-12-04 09:00:32.991843+00:00,,2023-12-04 09:08:04.356889+00:00,,b8fb3ba3-1cd7-4037-b95a-024e2e1759a9,REVERSAL_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-04-25 07:00:00+00:00,2006-04-25 07:00:00+00:00,2006-04-25 07:00:00+00:00,2006-04-25 07:00:00+00:00,,,,,1702639194000,r,1702634284238
600309,,,,4870a3d6-cafc-4ea0-b32f-b3146f13ca6d,,bb1a7185-25c6-4185-Nov-14-5,"{""amount"":1000,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-14 11:55:02.395646+00:00,,2023-11-14 11:55:31.618820+00:00,,1ac43118-d749-4f7a-8b3f-87900c2f7eca,REVERSAL_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-03-20 08:00:00+00:00,2006-03-20 08:00:00+00:00,2006-03-20 08:00:00+00:00,2006-03-20 08:00:00+00:00,,,,,1702639194000,r,1702634284260
600309,,,,4870a3d6-cafc-4ea0-b32f-b3146f13ca6d,,random-30,"{""amount"":10,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-14 04:36:11.468010+00:00,,2023-11-14 04:36:12.818897+00:00,,6dbe555f-f19b-4d9c-9ee0-d25a2bfb427a,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-03-17 08:00:00+00:00,2020-07-29 07:00:00+00:00,,,,,,,1702639194000,r,1702634284261
600309,,,,4870a3d6-cafc-4ea0-b32f-b3146f13ca6d,,random-29,"{""amount"":10,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-11-13 14:14:32.672513+00:00,,2023-11-14 09:23:47.996024+00:00,,c2c2f2ff-b546-43fc-98ad-2c1c8f6e0ecc,REPAYMENT_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-03-16 08:00:00+00:00,2020-07-29 07:00:00+00:00,2006-03-16 08:00:00+00:00,2006-03-16 08:00:00+00:00,,,,,1702639194000,r,1702634284262
600309,,,,7ceb5466-2c87-46fc-af09-bb90cb0bf2b2,,TEST_1701238857,"{""amount"":8000,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-07 07:38:33.439380+00:00,,2023-12-07 07:38:42.848338+00:00,,0738e8c6-e06b-4b0c-b114-5b68ac607b8b,REPAYMENT_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,"{""feeApplicable"":true}","""null""","""null""",,,2006-05-01 07:00:00+00:00,2006-05-01 07:00:00+00:00,,,,,,,1702639194000,r,1702634284289
600309,,,,e0faee85-4e62-491c-8903-4ceb4e0aa104,,randomabhishek1,"{""amount"":10,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-12-07 12:25:53.126297+00:00,,2023-12-07 12:25:53.126297+00:00,,3ca92e1a-799d-48ab-9028-b3784ba91b3d,REPAYMENT_PROCESSING,UPI,BILLDESK,PGBD2702202311012231,"{""feeApplicable"":true}","""null""","""null""",,,2006-05-01 07:00:00+00:00,2020-07-29 07:00:00+00:00,,,,,,,1702639194000,r,1702634284289
600309,,,,24ee5a39-4e20-4350-97c8-8edcf509f646,,TEST_1234,"{""amount"":8200,""currency"":""USD""}",,Repayment Reversals testing,,,2023-11-28 08:05:51.971460+00:00,,2023-11-28 08:05:58.566116+00:00,,42cc24c7-12b3-4b2d-bb37-668a074ad405,REPAYMENT_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,{},"""null""","""null""",,,2006-04-15 07:00:00+00:00,2006-04-03 07:00:00+00:00,,,,,,,1702639194000,r,1702634284326
600309,,,,2dd55b58-44bc-4ecd-b6e4-6e553ed9927b,,TEST_1701238854,"{""amount"":158900,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-06 10:00:18.128338+00:00,,2023-12-06 11:07:38.807593+00:00,,5dde8486-1d01-4ee5-a77e-da0bf6727b38,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-04-29 07:00:00+00:00,2006-04-26 07:00:00+00:00,2006-04-30 07:00:00+00:00,2006-04-30 07:00:00+00:00,,,,,1702639194000,r,1702634284352
600309,,,,2d497cba-a4e5-43d8-bb8e-b6ec3b312bea,,TEST_1701238851,"{""amount"":7500,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-06 05:47:02.661680+00:00,,2023-12-06 05:49:51.958069+00:00,,7ba34afd-80b4-41c5-a7ca-61e2326711a5,REVERSAL_PROCESSING,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-04-26 07:00:00+00:00,2006-04-23 07:00:00+00:00,2006-04-26 07:00:00+00:00,2006-04-26 07:00:00+00:00,,,,,1702639194000,r,1702634284352
600309,,,,c1c867de-92c4-4ae2-ace5-811e2ab7c64f,,TEST_1701238852,"{""amount"":158900,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-06 08:42:24.761373+00:00,,2023-12-06 09:55:48.765378+00:00,,cc741bef-403f-4026-b5d5-d44c8ca96254,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-04-28 07:00:00+00:00,2006-04-25 07:00:00+00:00,2006-04-29 07:00:00+00:00,2006-04-29 07:00:00+00:00,,,,,1702639194000,r,1702634284353
600309,,,,c0708e5e-f9cb-48f4-96b5-b040f29a12f0,,TEST_1701238861,"{""amount"":150000,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-08 07:53:52.625876+00:00,,2023-12-08 09:15:00.034863+00:00,,76c72a7b-82ad-4489-afd4-7dd50ebf13b1,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,"{""feeApplicable"":true}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-02 07:00:00+00:00,2006-05-02 07:00:00+00:00,2006-05-02 07:00:00+00:00,2006-05-02 07:00:00+00:00,,,,,1702639194000,r,1702634284420
600309,,,,ec144aee-6378-43dc-b05b-1fc27de2020f,,TEST_1701238869,"{""amount"":105900,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-08 09:56:49.174178+00:00,,2023-12-08 09:57:38.155536+00:00,,99ebe9c8-a78d-4543-91a1-6d4a7a862f9a,REVERSAL_PROCESSING,CHEQUE,TURBO,PGBD2702202311012231,"{""feeApplicable"":true}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-03 07:00:00+00:00,2006-05-02 07:00:00+00:00,2006-05-03 07:00:00+00:00,2006-05-03 07:00:00+00:00,,,,,1702639194000,r,1702634284421
600309,,,,5796381e-2970-4731-9e53-cb8fe6a4db83,,QAtesting1thanks1,"{""amount"":500,""currency"":""INR""}",,Repayment for Jan 2023 Statement2,,,2023-11-29 12:10:38.171134+00:00,,2023-11-29 12:43:05.999316+00:00,,01d8393a-3139-4e03-ab41-481c40847e24,REJECTION_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,"""null""","{""chequedate"":""DD-MM-YYYY"",""instrumentReferenceNo"":""999999""}","""null""",CHEQUE_RETURN_WITH_FEE,,,,,,2006-04-18 07:00:00+00:00,2006-04-18 07:00:00+00:00,,,1702639194000,r,1702634284487
600309,,,,85129603-32e8-40a6-89b8-563071eda2c5,,TEST_1702537801,"{""amount"":162270,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-14 07:28:50.055128+00:00,,2023-12-15 10:09:31.761643+00:00,,6c037855-11c1-4783-a95e-370d5dbd03c8,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-13 07:00:00+00:00,2006-05-07 07:00:00+00:00,2006-05-14 07:00:00+00:00,2006-05-14 07:00:00+00:00,,,,,1702639214000,u,1702634971763
600309,,,,edac6028-9de3-4a61-b30e-8ccd87b56dd1,,testing-dfgsdfg-112AWZEA31qm24,"{""amount"":700,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-12-15 10:07:36.354594+00:00,,2023-12-15 10:10:32.973578+00:00,,8eeb591d-7b6b-4c34-807e-f8bdda389667,REPAYMENT_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-05-14 07:00:00+00:00,2006-05-14 07:00:00+00:00,,,,,,,1702639214000,u,1702635032974
600309,,,,d8d5a3d1-8089-4a7b-a82d-c4c5ec4c9d30,,TEST_1702537803,"{""amount"":63771,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-15 09:47:21.270264+00:00,,2023-12-20 11:50:49.038541+00:00,,456a524b-18e0-4ea7-abf6-0a341ded6018,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-14 07:00:00+00:00,2006-05-14 07:00:00+00:00,2006-05-15 07:00:00+00:00,2006-05-15 07:00:00+00:00,,,,,1703073308000,u,1703073049038
600309,,,,666558ad-cc85-485a-a7eb-57b5c3903357,,TEST_1702537805,"{""amount"":63771,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-19 07:54:37.452978+00:00,,2023-12-21 11:01:30.029514+00:00,,85395b7d-65e8-47f5-a6ce-e9879bb34415,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-14 07:00:00+00:00,2006-05-14 07:00:00+00:00,2006-05-16 07:00:00+00:00,2006-05-16 07:00:00+00:00,,,,,1703157019000,u,1703156490030
600309,,,,edac6028-9de3-4a61-b30e-8ccd87b56dd1,,testing-dfgsdfg-112AWZEA31qm27,"{""amount"":700,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-12-22 08:30:29.221228+00:00,,2023-12-22 12:27:37.374360+00:00,,a9e57077-4033-4cd6-bf59-8f8e402db559,REPAYMENT_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-05-21 07:00:00+00:00,2006-05-21 07:00:00+00:00,,,,,,,1703248266000,u,1703248057374
600309,,,,fa6851e6-d519-4406-b26f-eba2134beca8,,11d774f1-9ab9-41a5-a244-ab655c2a367d,"{""amount"":10,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-12-25 11:26:08.587808+00:00,,2023-12-25 11:26:09.450715+00:00,,f6efeb42-caf3-4fbc-af2e-e0abba27f022,REPAYMENT_FAILED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-05-22 07:00:00+00:00,2020-07-29 07:00:00+00:00,,,,,,,1703503806000,u,1703503569453
600309,,,,17008e31-13c3-4e8d-ba73-b79857c42b35,,TEST_1703227712,"{""amount"":155900,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-22 09:07:42.735569+00:00,,2023-12-26 07:11:07.460870+00:00,,6eb956d1-0bb6-4c7a-88a1-d668d5be0352,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-21 07:00:00+00:00,2006-05-14 07:00:00+00:00,2006-05-22 07:00:00+00:00,2006-05-22 07:00:00+00:00,,,,,1703574871000,u,1703574667463
600309,,,,5f5dfe83-e903-4b1d-b61d-97d5c983f9bf,,9a132e52-142f-4fdf-8875-5680409dbb52,"{""amount"":10,""currency"":""INR""}",,Repayment for Jan 2023 Statement,,,2023-12-26 18:30:31.438771+00:00,,2023-12-27 09:38:48.268523+00:00,,ac4542a4-7ee4-4c70-8644-b04339a73bf3,REPAYMENT_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2006-05-24 07:00:00+00:00,2020-07-29 07:00:00+00:00,,,,,,,1703670237000,u,1703669928271
600309,,,,e648e866-5ea1-4d36-a68e-e810e44bfd6f,,bb1a7185-25c6-4185-Nov-14-1704278034,"{""amount"":30759,""currency"":""USD""}",,Repayment for Jan 2023 Statement,,,2024-01-03 10:33:56.302278+00:00,,2024-01-03 10:34:04.084779+00:00,,e246465d-a12b-4e64-8ca6-2980c931c51d,REPAYMENT_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,"{""faafdfasfa"":""fasfdsaasdf""}","""null""","""null""",,,2023-02-18 08:00:00+00:00,2023-02-18 08:00:00+00:00,,,,,,,1704278288000,u,1704278044085
600309,,,,3ab9f9a0-2db7-43d7-8103-b83b5cafd8a0,,TEST_1703227901,"{""amount"":161002,""currency"":""USD""}",,Repayment Reversals testing,,,2024-01-05 10:15:16.697411+00:00,,2024-01-08 09:19:03.262398+00:00,,f85f653a-b4cd-414e-9e14-213e10714553,REVERSAL_PROCESSED,UPI,BILLDESK,PGBD2702202311012231,{},"""null""","{""test1"":""test1""}",,Incorrect Amount,2006-06-13 07:00:00+00:00,2006-06-13 07:00:00+00:00,2006-06-14 07:00:00+00:00,2006-06-14 07:00:00+00:00,,,,,1704705970000,u,1704705543263
600309,,,,e9d6621f-f0ff-473e-8257-83d708dc310f,,TEST_1701238880,"{""amount"":155900,""currency"":""USD""}",,Repayment Reversals testing,,,2023-12-10 09:38:52.707581+00:00,,2023-12-10 09:43:56.168164+00:00,,5a7668ff-39f0-4ecb-8224-acfbeab657ad,REVERSAL_PROCESSED,CHEQUE,TURBO,PGBD2702202311012231,"{""feeApplicable"":true}","""null""","{""test1"":""test1""}",,Incorrect Amount,2006-05-04 07:00:00+00:00,2006-05-02 07:00:00+00:00,2006-05-04 07:00:00+00:00,2006-05-04 07:00:00+00:00,,,,,1702639194000,r,1702634283735
